id,mz,rt,intensity,KEGGId,exactMass,formula,name,precursorType,ppm,inferLevel,forward,reverse,jaccard,parentTrace,inferSize,score1,score2,pvalue,seed,partnerKEGGId,KEGG_reaction,reaction
M220T480,219.972769489055,480.180948,5147725.988176,C03664,219.9694,C8H6Cl2O3,"2,4-Dichlorophenoxyacetate",[M]+,15,Ms1,0.0874229170539538,0.274559230983171,0,1.83860993682684E-12,21,0,0,0.00345814051028781,M163T272: C02625,C02625,RC01372,O1a-O2a:*-C1b:C8y-C8y
M227T37,226.951642594486,36.922128,2449692.869125,C12835,225.9436,C6H4Cl2O5,"2,5-Dichloro-4-oxohex-2-enedioate",[M+H]+,1,Ms2,0.776835442373662,0.806861254480838,0.25,6.29477653239368E-05,21,0,0,0.000797631074575866,M227T453: C12834,C12834,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M217T501,217.014663696289,500.573838,4182964.030701,C03356,216.0035,C4H9O8P,3-Phospho-D-erythronate,[M+H]+,15,Ms2,0.997695328165742,0.998484321243717,1,0.966930098637274,21,0,0,0.000356631709430566,M217T524: C04309,C04309,RC01099,C1b-C2a:O1a-*:C1c-C2c C1c-C2c:*-*:C1b+C1c+O2b-C2a+C1c+O2b
M227T37,226.951642594486,36.922128,2449692.869125,C12834,207.933,C6H2Cl2O4,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide",[M+H+H2O]+,1,Ms2,0.776835442373662,0.806861254480838,0.25,6.29477653239368E-05,21,0,0,0.000801114423744531,M227T453: C12835,C12835,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M181T260,180.984420776367,260.04378,5417039.936188,C02625,161.9639,C6H4Cl2O,"2,4-Dichlorophenol",[M+H+H2O]+,12,Ms1,0.216567347098071,0.247985095094883,0,1.83860993682684E-12,21,0,0,0.00416771312049535,M220T778: C03664,C03664,RC01372,O1a-O2a:*-C1b:C8y-C8y
M164T1124,164.067169189453,1123.66512,8701773.05191,C20639,163.0593,C4H9N3O4,O-Ureido-L-serine,[M+H]+,0,Ms2,0.999638669641551,0.999638669641551,1,0.944871663482011,22,0,0,0.000274845132909762,M164T1101: C20651,C20651,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a
M208T404,208.039642333984,404.25915,3324974.354519,C17210,208.0405,C7H12O5S,2-(2'-Methylthio)ethylmalic acid,[M]+,4,Ms2,0.994439849047138,0.995354883663663,0.666666666666667,0.817541826053332,22,0,0,0.000346872248750518,M208T427: C17212,C17212,RC00497,C1b-C1c:*-O1a:C1d+C6a-C1c+C6a C1d-C1c:O1a-*:C1b+C1b+C6a-C1b+C1c+C6a O1a-O1a:C1d+*-*+C1c:*-*
M164T1124,164.067169189453,1123.66512,8701773.05191,C20651,163.0593,C4H9N3O4,O-Ureido-D-serine,[M+H]+,0,Ms2,0.999638669641551,0.999638669641551,1,0.944871663482011,22,0,0,0.000274845132909762,M164T1101: C20639,C20639,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a
M208T404,208.039642333984,404.25915,3324974.354519,C17212,208.0405,C7H12O5S,3-(2'-Methylthio)ethylmalic acid,[M]+,4,Ms2,0.994439849047138,0.995354883663663,0.666666666666667,0.817541826053332,22,0,0,0.000346872248750518,M208T427: C17210,C17210,RC00497,C1b-C1c:*-O1a:C1d+C6a-C1c+C6a C1d-C1c:O1a-*:C1b+C1b+C6a-C1b+C1c+C6a O1a-O1a:C1d+*-*+C1c:*-*
M217T455,217.014678955078,454.589196,4480168.937363,C03356,216.0035,C4H9O8P,3-Phospho-D-erythronate,[M+H]+,15,Ms2,0.99942077322642,0.998631040172749,1,0.965606410176479,22,0,0,0.000357031597423063,M217T501: C04309,C04309,RC01099,C1b-C2a:O1a-*:C1c-C2c C1c-C2c:*-*:C1b+C1c+O2b-C2a+C1c+O2b
M217T455,217.014678955078,454.589196,4480168.937363,C04309,197.9929,C4H7O7P,Phosphoenol-4-deoxy-3-tetrulosonate,[M+H+H2O]+,16,Ms2,0.99942077322642,0.998631040172749,1,0.965606410176479,22,0,0,0.000358121821220081,M217T501: C03356,C03356,RC01099,C1b-C2a:O1a-*:C1c-C2c C1c-C2c:*-*:C1b+C1c+O2b-C2a+C1c+O2b
M227T590,226.951721191406,590.415294,6562255.800674,C12835,225.9436,C6H4Cl2O5,"2,5-Dichloro-4-oxohex-2-enedioate",[M+H]+,1,Ms2,0.8841835291223,0.841233521942832,0.428571428571429,5.29537703218862E-05,22,0,0,0.000719026447447479,M227T37: C12834,C12834,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M220T389,219.972849170344,389.388738,5461243.341446,C03664,219.9694,C8H6Cl2O3,"2,4-Dichlorophenoxyacetate",[M]+,16,Ms1,0.397514555673119,0.354873691448976,0.111111111111111,4.5965248420671E-13,22,0,0,0.0020985407166314,M181T260: C02625,C02625,RC01372,O1a-O2a:*-C1b:C8y-C8y
M181T397,180.984466552734,397.035336,4947282.42038,C02625,161.9639,C6H4Cl2O,"2,4-Dichlorophenol",[M+H+H2O]+,12,Ms1,0.536571429124133,0.279029445481456,0.111111111111111,4.5965248420671E-13,22,0,0,0.0016956124351033,M220T480: C03664,C03664,RC01372,O1a-O2a:*-C1b:C8y-C8y
M227T590,226.951721191406,590.415294,6562255.800674,C12834,207.933,C6H2Cl2O4,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide",[M+H+H2O]+,1,Ms2,0.8841835291223,0.841233521942832,0.428571428571429,5.29537703218862E-05,22,0,0,0.000722007468085595,M227T37: C12835,C12835,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M164T406,164.067047119141,406.459878,5869835.65799,C20639,163.0593,C4H9N3O4,O-Ureido-L-serine,[M+H]+,0,Ms2,0.991071568299924,0.987313153007373,0.666666666666667,0.932884221259746,23,0,0,0.000390927482968317,M164T1124: C20651,C20651,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a
M208T381,208.039657592773,381.102102,3187419.204041,C17212,208.0405,C7H12O5S,3-(2'-Methylthio)ethylmalic acid,[M]+,4,Ms2,0.993340026399274,0.997245889767498,1,0.812097019074328,23,0,0,0.000307621270859926,M208T404: C17210,C17210,RC00497,C1b-C1c:*-O1a:C1d+C6a-C1c+C6a C1d-C1c:O1a-*:C1b+C1b+C6a-C1b+C1c+C6a O1a-O1a:C1d+*-*+C1c:*-*
M164T406,164.067047119141,406.459878,5869835.65799,C20651,163.0593,C4H9N3O4,O-Ureido-D-serine,[M+H]+,0,Ms2,0.991071568299924,0.987313153007373,0.666666666666667,0.932884221259746,23,0,0,0.000390927482968317,M164T1124: C20639,C20639,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a
M217T546,217.014724731445,546.407778,2854665.624084,C03356,216.0035,C4H9O8P,3-Phospho-D-erythronate,[M+H]+,16,Ms2,0.996569762238101,0.996569762238101,1,0.962294150605159,23,0,0,0.000359577140819356,M217T455: C04309,C04309,RC01099,C1b-C2a:O1a-*:C1c-C2c C1c-C2c:*-*:C1b+C1c+O2b-C2a+C1c+O2b
M208T381,208.039657592773,381.102102,3187419.204041,C17210,208.0405,C7H12O5S,2-(2'-Methylthio)ethylmalic acid,[M]+,4,Ms2,0.993340026399274,0.997245889767498,1,0.812097019074328,23,0,0,0.000307621270859926,M208T404: C17212,C17212,RC00497,C1b-C1c:*-O1a:C1d+C6a-C1c+C6a C1d-C1c:O1a-*:C1b+C1b+C6a-C1b+C1c+C6a O1a-O1a:C1d+*-*+C1c:*-*
M217T546,217.014724731445,546.407778,2854665.624084,C04309,197.9929,C4H7O7P,Phosphoenol-4-deoxy-3-tetrulosonate,[M+H+H2O]+,16,Ms2,0.996569762238101,0.996569762238101,1,0.962294150605159,23,0,0,0.000360679051525592,M217T455: C03356,C03356,RC01099,C1b-C2a:O1a-*:C1c-C2c C1c-C2c:*-*:C1b+C1c+O2b-C2a+C1c+O2b
M220T161,219.972852609665,160.582908,8501732.471588,C03664,219.9694,C8H6Cl2O3,"2,4-Dichlorophenoxyacetate",[M]+,16,Ms1,0.324127917090034,0.551033918433237,0.111111111111111,1.14913121051677E-13,23,0,0,0.00188257933298552,M181T397: C02625,C02625,RC01372,O1a-O2a:*-C1b:C8y-C8y
M227T384,226.951812744141,384.46917,5319228.50196,C12835,225.9436,C6H4Cl2O5,"2,5-Dichloro-4-oxohex-2-enedioate",[M+H]+,2,Ms2,0.822401234554511,0.825998242496703,0.666666666666667,4.35492460870352E-05,23,0,0,0.000533015684692772,M227T590: C12834,C12834,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M227T384,226.951812744141,384.46917,5319228.50196,C12834,207.933,C6H2Cl2O4,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide",[M+H+H2O]+,2,Ms2,0.822401234554511,0.825998242496703,0.666666666666667,4.35492460870352E-05,23,0,0,0.000534917773879595,M227T590: C12835,C12835,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M163T203,162.973754882813,203.04738,3982376.95816,C02625,161.9639,C6H4Cl2O,"2,4-Dichlorophenol",[M+H]+,12,Ms1,0.129966966468963,0.0861501399386048,0,1.14913121051677E-13,23,0,0,0.00346928654573198,M220T389: C03664,C03664,RC01372,O1a-O2a:*-C1b:C8y-C8y
M208T358,208.039657592773,357.847398,3425219.516235,C17210,208.0405,C7H12O5S,2-(2'-Methylthio)ethylmalic acid,[M]+,4,Ms2,0.99430029699927,0.995169419054929,0.666666666666667,0.807468307257826,24,0,0,0.000347743379677912,M208T381: C17212,C17212,RC00497,C1b-C1c:*-O1a:C1d+C6a-C1c+C6a C1d-C1c:O1a-*:C1b+C1b+C6a-C1b+C1c+C6a O1a-O1a:C1d+*-*+C1c:*-*
M217T569,217.014694213867,569.492994,2700595.981415,C03356,216.0035,C4H9O8P,3-Phospho-D-erythronate,[M+H]+,16,Ms2,0.993818803000288,0.99714425409738,1,0.956346020888598,24,0,0,0.000359726265040772,M217T546: C04309,C04309,RC01099,C1b-C2a:O1a-*:C1c-C2c C1c-C2c:*-*:C1b+C1c+O2b-C2a+C1c+O2b
M164T383,164.067108154297,383.13117,6502256.168949,C20639,163.0593,C4H9N3O4,O-Ureido-L-serine,[M+H]+,0,Ms2,0.996620334701259,0.997882487699823,1,0.929731384829412,24,0,0,0.000275903403397892,M164T406: C20651,C20651,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a
M164T383,164.067108154297,383.13117,6502256.168949,C20651,163.0593,C4H9N3O4,O-Ureido-D-serine,[M+H]+,0,Ms2,0.996620334701259,0.997882487699823,1,0.929731384829412,24,0,0,0.000275903403397892,M164T406: C20639,C20639,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a
M208T358,208.039657592773,357.847398,3425219.516235,C17212,208.0405,C7H12O5S,3-(2'-Methylthio)ethylmalic acid,[M]+,4,Ms2,0.99430029699927,0.995169419054929,0.666666666666667,0.807468307257826,24,0,0,0.000347743379677912,M208T381: C17210,C17210,RC00497,C1b-C1c:*-O1a:C1d+C6a-C1c+C6a C1d-C1c:O1a-*:C1b+C1b+C6a-C1b+C1c+C6a O1a-O1a:C1d+*-*+C1c:*-*
M198T1014,197.992950439453,1013.79474,7442146.586182,C04309,197.9929,C4H7O7P,Phosphoenol-4-deoxy-3-tetrulosonate,[M]+,0,Ms1,0.150916387940901,0.667595966875229,0,0.24057353765129,24,0,0,0.00131335376644603,M217T546: C03356,C03356,RC01099,C1b-C2a:O1a-*:C1c-C2c C1c-C2c:*-*:C1b+C1c+O2b-C2a+C1c+O2b
M227T545,226.951751708984,545.018694,4358320.710812,C12835,225.9436,C6H4Cl2O5,"2,5-Dichloro-4-oxohex-2-enedioate",[M+H]+,1,Ms2,0.844762972437548,0.835573059896917,0.666666666666667,3.63885768091478E-05,24,0,0,0.000522025251495251,M227T384: C12834,C12834,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M220T33,219.972953260715,33.1591608,7299308.311844,C03664,219.9694,C8H6Cl2O3,"2,4-Dichlorophenoxyacetate",[M]+,16,Ms1,0.082598429631165,0.216855658838276,0,2.87282802629194E-14,24,0,0,0.00392340998544594,M163T203: C02625,C02625,RC01372,O1a-O2a:*-C1b:C8y-C8y
M163T570,162.973754882813,570.349152,3976037.117096,C02625,161.9639,C6H4Cl2O,"2,4-Dichlorophenol",[M+H]+,12,Ms1,0.082680555450859,0.224028484813415,0,2.87282802629194E-14,24,0,0,0.00477286136262145,M220T161: C03664,C03664,RC01372,O1a-O2a:*-C1b:C8y-C8y
M227T545,226.951751708984,545.018694,4358320.710812,C12834,207.933,C6H2Cl2O4,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide",[M+H+H2O]+,2,Ms2,0.844762972437548,0.835573059896917,0.666666666666667,3.63885768091478E-05,24,0,0,0.000523868779921166,M227T384: C12835,C12835,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M208T334,208.039672851563,334.117752,2991028.051147,C17210,208.0405,C7H12O5S,2-(2'-Methylthio)ethylmalic acid,[M]+,4,Ms2,0.996279498692123,0.996279498692123,0.666666666666667,0.804464120364605,25,0,0,0.000347257356112962,M208T358: C17212,C17212,RC00497,C1b-C1c:*-O1a:C1d+C6a-C1c+C6a C1d-C1c:O1a-*:C1b+C1b+C6a-C1b+C1c+C6a O1a-O1a:C1d+*-*+C1c:*-*
M217T593,217.014663696289,592.63929,2227592.563057,C03356,216.0035,C4H9O8P,3-Phospho-D-erythronate,[M+H]+,15,Ms1,0.63155429767405,0.165579097991709,0,0.0601433844128225,25,0,0,0.00295058845993834,M198T1014: C04309,C04309,RC01099,C1b-C2a:O1a-*:C1c-C2c C1c-C2c:*-*:C1b+C1c+O2b-C2a+C1c+O2b
M208T334,208.039672851563,334.117752,2991028.051147,C17212,208.0405,C7H12O5S,3-(2'-Methylthio)ethylmalic acid,[M]+,4,Ms2,0.996279498692123,0.996279498692123,0.666666666666667,0.804464120364605,25,0,0,0.000347257356112962,M208T358: C17210,C17210,RC00497,C1b-C1c:*-O1a:C1d+C6a-C1c+C6a C1d-C1c:O1a-*:C1b+C1b+C6a-C1b+C1c+C6a O1a-O1a:C1d+*-*+C1c:*-*
M164T360,164.067092895508,360.04467,6306916.32885,C20651,163.0593,C4H9N3O4,O-Ureido-D-serine,[M+H]+,0,Ms2,0.994680579206684,0.998297376173537,1,0.924785752368751,25,0,0,0.000276925308981379,M164T383: C20639,C20639,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a
M164T360,164.067092895508,360.04467,6306916.32885,C20639,163.0593,C4H9N3O4,O-Ureido-L-serine,[M+H]+,0,Ms2,0.994680579206684,0.998297376173537,1,0.924785752368751,25,0,0,0.000276925308981379,M164T383: C20651,C20651,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a
M198T1060,197.993103027344,1059.8457,4178154.329926,C04309,197.9929,C4H7O7P,Phosphoenol-4-deoxy-3-tetrulosonate,[M]+,1,Ms1,0.197124745290041,0.598536212918145,0,0.23908650522215,25,0,0,0.00139496898540448,M217T569: C03356,C03356,RC01099,C1b-C2a:O1a-*:C1c-C2c C1c-C2c:*-*:C1b+C1c+O2b-C2a+C1c+O2b
M220T732,219.972663682533,731.94906,2111426.264221,C03664,219.9694,C8H6Cl2O3,"2,4-Dichlorophenoxyacetate",[M]+,15,Ms1,0.171590189352565,0.0947728189452397,0,7.18207006572984E-15,25,0,0,0.00376779616416556,M163T570: C02625,C02625,RC01372,O1a-O2a:*-C1b:C8y-C8y
M227T361,226.951721191406,361.431984,5200535.946861,C12835,225.9436,C6H4Cl2O5,"2,5-Dichloro-4-oxohex-2-enedioate",[M+H]+,1,Ms2,0.814853552562983,0.826140373350595,0.666666666666667,2.96513610856451E-05,25,0,0,0.000529892597729509,M227T545: C12834,C12834,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M227T361,226.951721191406,361.431984,5200535.946861,C12834,207.933,C6H2Cl2O4,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide",[M+H+H2O]+,1,Ms2,0.814853552562983,0.826140373350595,0.666666666666667,2.96513610856451E-05,25,0,0,0.000531777984532189,M227T545: C12835,C12835,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M163T364,162.973815800423,363.928284,4412093.792267,C02625,161.9639,C6H4Cl2O,"2,4-Dichlorophenol",[M+H]+,13,Ms1,0.319889622606875,0.0814699836707214,0,7.18207006572984E-15,25,0,0,0.00396132038512431,M220T33: C03664,C03664,RC01372,O1a-O2a:*-C1b:C8y-C8y
M217T639,217.014663696289,638.83716,2069156.022888,C03356,216.0035,C4H9O8P,3-Phospho-D-erythronate,[M+H]+,15,Ms1,0.556697547312883,0.221071777261154,0,0.0597716263055374,26,0,0,0.00301433262445983,M198T1060: C04309,C04309,RC01099,C1b-C2a:O1a-*:C1c-C2c C1c-C2c:*-*:C1b+C1c+O2b-C2a+C1c+O2b
M208T308,208.039596557617,307.538286,3391786.767044,C17210,208.0405,C7H12O5S,2-(2'-Methylthio)ethylmalic acid,[M]+,4,Ms2,0.988940352989739,0.991294454118734,0.666666666666667,0.795567031160952,26,0,0,0.000352432786068224,M208T334: C17212,C17212,RC00497,C1b-C1c:*-O1a:C1d+C6a-C1c+C6a C1d-C1c:O1a-*:C1b+C1b+C6a-C1b+C1c+C6a O1a-O1a:C1d+*-*+C1c:*-*
M164T337,164.067108154297,337.02063,7034224.816162,C20651,163.0593,C4H9N3O4,O-Ureido-D-serine,[M+H]+,0,Ms2,0.99750196391848,0.996830293995362,1,0.921854453416464,26,0,0,0.000276642340791167,M164T360: C20639,C20639,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a
M164T337,164.067108154297,337.02063,7034224.816162,C20639,163.0593,C4H9N3O4,O-Ureido-L-serine,[M+H]+,0,Ms2,0.99750196391848,0.996830293995362,1,0.921854453416464,26,0,0,0.000276642340791167,M164T360: C20651,C20651,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a
M198T1084,197.992965698242,1083.861,3971076.535049,C04309,197.9929,C4H7O7P,Phosphoenol-4-deoxy-3-tetrulosonate,[M]+,0,Ms1,0.186631437100831,0.589922501622469,0,0.0150358461032056,26,0,0,0.00164114438380158,M217T593: C03356,C03356,RC01099,C1b-C2a:O1a-*:C1c-C2c C1c-C2c:*-*:C1b+C1c+O2b-C2a+C1c+O2b
M220T526,219.97281636126,525.876048,4935986.429169,C03664,219.9694,C8H6Cl2O3,"2,4-Dichlorophenoxyacetate",[M]+,16,Ms1,0.0776430668103026,0.327852013585756,0,1.79551751643246E-15,26,0,0,0.00332859398792351,M163T364: C02625,C02625,RC01372,O1a-O2a:*-C1b:C8y-C8y
M208T308,208.039596557617,307.538286,3391786.767044,C17212,208.0405,C7H12O5S,3-(2'-Methylthio)ethylmalic acid,[M]+,4,Ms2,0.988940352989739,0.991294454118734,0.666666666666667,0.795567031160952,26,0,0,0.000352432786068224,M208T334: C17210,C17210,RC00497,C1b-C1c:*-O1a:C1d+C6a-C1c+C6a C1d-C1c:O1a-*:C1b+C1b+C6a-C1b+C1c+C6a O1a-O1a:C1d+*-*+C1c:*-*
M227T316,226.951751708984,315.662394,6068928.964691,C12834,207.933,C6H2Cl2O4,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide",[M+H+H2O]+,2,Ms2,0.982075894836494,0.981459680501522,1,2.91016153775525E-05,26,0,0,0.000402349389834411,M227T361: C12835,C12835,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M227T316,226.951751708984,315.662394,6068928.964691,C12835,225.9436,C6H4Cl2O5,"2,5-Dichloro-4-oxohex-2-enedioate",[M+H]+,1,Ms2,0.982075894836494,0.981459680501522,1,2.91016153775525E-05,26,0,0,0.000401108016856888,M227T361: C12834,C12834,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M181T237,180.984420776367,237.232374,5011338.939163,C02625,161.9639,C6H4Cl2O,"2,4-Dichlorophenol",[M+H+H2O]+,12,Ms1,0.203501936385736,0.295235816520925,0,1.79551751643246E-15,26,0,0,0.00389518847796855,M220T732: C03664,C03664,RC01372,O1a-O2a:*-C1b:C8y-C8y
M208T43,208.039688110352,42.577632,4937980.097992,C17210,208.0405,C7H12O5S,2-(2'-Methylthio)ethylmalic acid,[M]+,4,Ms2,0.951733157337294,0.946739334895711,0.666666666666667,0.753194601946275,27,0,0,0.000399395413010817,M208T308: C17212,C17212,RC00497,C1b-C1c:*-O1a:C1d+C6a-C1c+C6a C1d-C1c:O1a-*:C1b+C1b+C6a-C1b+C1c+C6a O1a-O1a:C1d+*-*+C1c:*-*
M217T39,217.014785766602,38.8845288,2639295.194519,C03356,216.0035,C4H9O8P,3-Phospho-D-erythronate,[M+H]+,16,Ms1,0.49795238785256,0.212750679328533,0,0.0037589615258014,27,0,0,0.00753084074828947,M198T1084: C04309,C04309,RC01099,C1b-C2a:O1a-*:C1c-C2c C1c-C2c:*-*:C1b+C1c+O2b-C2a+C1c+O2b
M208T43,208.039688110352,42.577632,4937980.097992,C17212,208.0405,C7H12O5S,3-(2'-Methylthio)ethylmalic acid,[M]+,4,Ms2,0.951733157337294,0.946739334895711,0.666666666666667,0.753194601946275,27,0,0,0.000399395413010817,M208T308: C17210,C17210,RC00497,C1b-C1c:*-O1a:C1d+C6a-C1c+C6a C1d-C1c:O1a-*:C1b+C1b+C6a-C1b+C1c+C6a O1a-O1a:C1d+*-*+C1c:*-*
M164T314,164.067123413086,313.968006,6252032.571381,C20639,163.0593,C4H9N3O4,O-Ureido-L-serine,[M+H]+,0,Ms2,0.989561571731375,0.990964135486502,1,0.912231741830364,27,0,0,0.000278378263055545,M164T337: C20651,C20651,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a
M164T314,164.067123413086,313.968006,6252032.571381,C20651,163.0593,C4H9N3O4,O-Ureido-D-serine,[M+H]+,0,Ms2,0.989561571731375,0.990964135486502,1,0.912231741830364,27,0,0,0.000278378263055545,M164T337: C20639,C20639,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a
M220T114,219.972829596449,114.381882,7976295.813202,C03664,219.9694,C8H6Cl2O3,"2,4-Dichlorophenoxyacetate",[M]+,16,Ms1,0.39220412059282,0.332073470315347,0.111111111111111,4.48879379108115E-16,27,0,0,0.00214470998228133,M181T237: C02625,C02625,RC01372,O1a-O2a:*-C1b:C8y-C8y
M198T988,197.99299621582,988.185,7354784.767166,C04309,197.9929,C4H7O7P,Phosphoenol-4-deoxy-3-tetrulosonate,[M]+,0,Ms1,0.136938781591747,0.389553358458171,0.111111111111111,0.0149429065763843,27,0,0,0.00167959979838228,M217T639: C03356,C03356,RC01099,C1b-C2a:O1a-*:C1c-C2c C1c-C2c:*-*:C1b+C1c+O2b-C2a+C1c+O2b
M181T443,180.984436035156,443.177508,5160075.654205,C02625,161.9639,C6H4Cl2O,"2,4-Dichlorophenol",[M+H+H2O]+,12,Ms1,0.474401661448798,0.234580246399151,0.111111111111111,4.48879379108115E-16,27,0,0,0.00184130750032607,M220T526: C03664,C03664,RC01372,O1a-O2a:*-C1b:C8y-C8y
M227T568,226.951691180856,567.84618,4460691.551804,C12835,225.9436,C6H4Cl2O5,"2,5-Dichloro-4-oxohex-2-enedioate",[M+H]+,1,Ms2,0.719452890125418,0.718881013435528,0.428571428571429,2.09205987552259E-05,27,0,0,0.00073044324931093,M227T316: C12834,C12834,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M227T568,226.951691180856,567.84618,4460691.551804,C12834,207.933,C6H2Cl2O4,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide",[M+H+H2O]+,1,Ms2,0.719452890125418,0.718881013435528,0.428571428571429,2.09205987552259E-05,27,0,0,0.000733495599730905,M227T316: C12835,C12835,RC02686,C1c-C2c:*-*:C5a+C6a+X-C2y+C6a+X C5a-C2y:*-*:C1c+C2b+O5a-C2c+C2x+O7x C6a-C7x:O6a+*-*+O7x:C2c+O6a-C2y+O6a O5a-O7x:*-C7x:C5a-C2y
M198T1037,197.993026733398,1037.01396,5806332.869431,C04309,197.9929,C4H7O7P,Phosphoenol-4-deoxy-3-tetrulosonate,[M]+,1,Ms1,0.190964708657588,0.433648247723423,0,0.000939740381450351,28,0,0,0.00287397522118882,M217T39: C03356,C03356,RC01099,C1b-C2a:O1a-*:C1c-C2c C1c-C2c:*-*:C1b+C1c+O2b-C2a+C1c+O2b
M208T968,208.039847780354,967.85664,6411366.02597,C17212,208.0405,C7H12O5S,3-(2'-Methylthio)ethylmalic acid,[M]+,3,Ms2,0.995830344202135,0.830976474000132,0.25,0.625886994561249,28,0,0,0.000665496109643726,M208T43: C17210,C17210,RC00497,C1b-C1c:*-O1a:C1d+C6a-C1c+C6a C1d-C1c:O1a-*:C1b+C1b+C6a-C1b+C1c+C6a O1a-O1a:C1d+*-*+C1c:*-*
