id,mz,rt,intensity,KEGGId,exactMass,formula,name,precursorType,ppm,inferLevel,forward,reverse,jaccard,parentTrace,inferSize,score1,score2,pvalue,seed,partnerKEGGId,KEGG_reaction,reaction
M185T716,185.007797241211,715.629,3878141.246185,C01005,185.0089,C3H8NO6P,O-Phospho-L-serine,[M]+,6,Ms2,0.995352076307517,0.996563769536968,1,0.995352076307517,2,0,0,0.000298237972489623,M185T742: C03232,C03232,RC00006,C1c-C5a:N1a+*-*+O5a:C1b+C6a-C1b+C6a
M313T801,313.235076904297,801.28668,1982760.669067,C14765,294.2195,C18H30O3,13-OxoODE,[M+H+H2O]+,9,Ms1,0.280815415505775,0.435495567595772,0.111111111111111,0.25,2,0,0,0.00134064959493641,M297T823: C14762,C14762,RC00241,C1c-C5a:*-*:C1b+C2b+O1a-C1b+C2b+O5a
M313T801,313.235076904297,801.28668,1982760.669067,C19618,312.2301,C18H32O4,"Octadec-9-ene-1,18-dioic-acid",[M+H]+,9,Ms1,0.280815415505775,0.435495567595772,0.111111111111111,0.25,2,0,0,0.00134614583518866,M297T823: C19617,C19617,RC00080,C4a-C6a:*-O6a:C1b+O4a-C1b+O6a
M559T891,559.131731899799,891.07422,8961749.606689,C20765,559.1332,C18H31N3O13P2,dTDP-beta-L-evernosamine,[M]+,3,Ms1,0,0,0,0.25,2,0,0,0.00202523608621008,M592T825: C20767,C20767,RC03231,N1a-N2b:*-O3a:C1z-C1z
M563T940,563.413121327389,939.501,2357861.651855,C05200,562.4022,C37H54O4,"3-Hexaprenyl-4,5-dihydroxybenzoate",[M+H]+,5,Ms1,0.545062073074253,0.374976586602753,0.25,0.25,2,0,0,0.000948165528113831,M546T833: C13425,C13425,RC00046,C8x-C8y:*-O1a:C8x+C8y-C8x+C8y
M422T912,422.303283691406,911.51196,2624769.470459,C20530,421.2981,C28H39NO2,Paspaline,[M+H]+,6,Ms1,0,0,0,0.25,2,0,0,0.00240068527829518,M454T834: C20587,C20587,RC03242,C1a-C4a:*-O4a:C1z-C1z
M279T820,279.232269287109,819.95898,3523872.449047,C06427,278.2246,C18H30O2,"(9Z,12Z,15Z)-Octadecatrienoic acid",[M+H]+,1,Ms1,0.218222532024093,0.117130790683144,0,0.25,2,0,0,0.00141299845468978,M311T842: C04785,C04785,RC00561,C1b-C2b:*-*:C2b+C2b-C2b+C2b C2b-C1c:*-O2a:C1b+C2b-C1b+C2b
M313T801,313.235076904297,801.28668,1982760.669067,C04780,294.2195,C18H30O3,"8-[(1R,2R)-3-Oxo-2-{(Z)-pent-2-enyl}cyclopentyl]octanoate",[M+H+H2O]+,9,Ms1,0.202452242585705,0.117130790683144,0,0.25,2,0,0,0.00202191330717549,M311T842: C01226,C01226,RC00921,C1x-C2x:*-*:C1x+C1y-C2x+C1y C1x-C2x:*-*:C1x+C5x-C2x+C5x
M501T912,501.376234737385,912.41628,2387620.429199,C19892,482.3549,C35H46O,"4'-Apo-beta,psi-caroten-4'-al",[M+H+H2O]+,6,Ms1,0.0953209064568333,0.0624053599731973,0.142857142857143,0.25,2,0,0,0.00179531348938,M517T857: C08607,C08607,RC00254,C4a-C6a:*-O6a:C2c+O4a-C2c+O6a
M325T913,325.271392822266,913.30326,1837203.044678,C21978,306.2559,C20H34O2,"Cyclooctat-9-ene-5,7-diol",[M+H+H2O]+,9,Ms1,0.0949371695277667,0.0547275228960836,0,0.25,2,0,0,0.00236115681188354,M341T859: C21979,C21979,RC03228,C1a-C1b:*-O1a:C1y-C1y
M487T875,487.360900878906,875.19378,1181728.341797,C16260,468.3451,C27H48O6,Scymnol,[M+H+H2O]+,5,Ms1,0,0,0,0.25,2,0,0,0.00229378504055111,M548T863: C16261,C16261,RC00134,O1a-O2a:*-S4a:C1b-C1b
M450T846,450.319396972656,845.72682,2132658.942993,C05466,449.3141,C26H43NO5,Glycochenodeoxycholate,[M+H]+,6,Ms1,0,0,0,0.25,2,0,0,0.00232719046955254,M548T863: C15559,C15559,RC00231,O1a-O2a:*-S4a:C1y-C1y
M548T863,548.301154561799,863.2116,1418300.113159,C16261,548.3019,C27H48O9S,5beta-Scymnol sulfate,[M]+,1,Ms1,0,0,0,0.25,2,0,0,0.00191474636699684,M487T875: C16260,C16260,RC00134,O1a-O2a:*-S4a:C1b-C1b
M341T859,341.266450510052,858.74784,5230391.462402,C21979,322.2508,C20H34O3,Cyclooctatin,[M+H+H2O]+,8,Ms1,0.0547275228960836,0.0949371695277667,0,0.25,2,0,0,0.00226355460277339,M325T913: C21978,C21978,RC03228,C1a-C1b:*-O1a:C1y-C1y
M947T842,947.286682128906,842.3751,2904171.80426,C16296,947.2821,C44H51O23,Malvidin-3-(p-coumaroyl)-rutinoside-5-glucoside,[M]+,5,Ms1,0,0,0,0.25,2,0,0,0.00224252060291974,M934T925: C16295,C16295,RC00392,O1a-O2a:*-C1a:C8y-C8y
M767T104,767.108520359679,103.624902,2349852.57373,C00010,767.1152,C21H36N7O16P3S,CoA,[M]+,9,Ms1,0.32776564389903,0.0725840433856561,0,0.25,2,0,0,0.00186078007928159,M839T104: C00313,C00313,RC00004,S1a-S2a:*-C5a:C1b-C1b
M912T927,912.214233398438,927.34746,16694224.38184,C20748,893.2071,C28H48N8O17P3S,(E)-4-(Trimethylammonio)but-2-enoyl-CoA,[M+H+H2O]+,12,Ms2,0.997734267063393,0.996622395166765,1,0.996622395166765,2,0,0,0.000333561053874831,M912T936: C20750,C20750,RC01095,C1b-C2b:*-*:C1c+C5a-C2b+C5a C1c-C2b:O1a-*:C1b+C1b-C1b+C2b
M911T911,911.213562011719,911.1948,27777145.02734,C20750,911.2177,C28H50N8O18P3S,L-Carnitinyl-CoA,[M]+,5,Ms2,0.984010869481942,0.981593185798726,0.666666666666667,0.981593185798726,2,0,0,0.000332005034625382,M912T936: C20748,C20748,RC01095,C1b-C2b:*-*:C1c+C5a-C2b+C5a C1c-C2b:O1a-*:C1b+C1b-C1b+C2b
M912T927,912.214233398438,927.34746,16694224.38184,C20750,911.2177,C28H50N8O18P3S,L-Carnitinyl-CoA,[M+H]+,12,Ms2,0.997734267063393,0.996622395166765,1,0.996622395166765,2,0,0,0.000333794858850212,M912T936: C20748,C20748,RC01095,C1b-C2b:*-*:C1c+C5a-C2b+C5a C1c-C2b:O1a-*:C1b+C1b-C1b+C2b
M546T833,546.401214076735,832.7154,880213.518898,C13425,546.4073,C37H54O3,3-Hexaprenyl-4-hydroxybenzoate,[M]+,11,Ms1,0.374976586602753,0.545062073074253,0.25,0.25,2,0,0,0.0011369928463556,M563T940: C05200,C05200,RC00046,C8x-C8y:*-O1a:C8x+C8y-C8x+C8y
M592T825,592.129233320519,825.02526,994534.7003174,C20767,573.1125,C18H29N3O14P2,"dTDP-2,3,6-trideoxy-3-C-methyl-4-O-methyl-3-nitroso-beta-L-arabino-hexopyranose",[M+H+H2O]+,3,Ms1,0,0,0,0.25,2,0,0,0.00204099396672119,M559T891: C20765,C20765,RC03231,N1a-N2b:*-O3a:C1z-C1z
M595T98,595.166198730469,98.365086,698282.4711914,C08620,595.1663,C27H31O15,Cyanidin 3-O-rutinoside,[M]+,0,Ms1,0,0,0,0.25,2,0,0,0.00353808010950263,M758T896: C12646,C12646,RC00171,O1a-O2a:*-C1y:C8y-C8y
M758T896,758.222290039063,895.65228,1438912.788269,C12646,757.2191,C33H41O20,Cyanidin 3-O-rutinoside 5-O-beta-D-glucoside,[M+H]+,6,Ms1,0,0,0,0.25,2,0,0,0.00521311314146211,M595T98: C08620,C08620,RC00171,O1a-O2a:*-C1y:C8y-C8y
M776T904,776.232177734375,903.66504,1532607.138916,C12646,757.2191,C33H41O20,Cyanidin 3-O-rutinoside 5-O-beta-D-glucoside,[M+H+H2O]+,7,Ms1,0,0,0,0.25,2,0,0,0.00555289307272,M595T98: C08620,C08620,RC00171,O1a-O2a:*-C1y:C8y-C8y
M185T830,185.007705688477,830.30286,7503261.963448,C03671,184.0008,C7H4O6,"2-Pyrone-4,6-dicarboxylate",[M+H]+,5,Ms1,0.278201108822735,0.159869775560802,0.111111111111111,0.25,2,0,0,0.00142017923193749,M203T974: C05616,C05616,RC02694,C6a-C8y:O6a+*-*+C8y:C8y+O6a-C8y+O1a C8y-C8y:O7x+*-*+C8y:C8x+O6a-C8x+O2a O6a-O2a:*-C1a:C8y-C8y O7x-O1a:C8y-*:C8y-C8y
M154T770,153.993606567383,770.3766,6905376.015839,C20798,153.9936,C3H6O5S,2-Hydroxy-3-oxopropane-1-sulfonate,[M]+,0,Ms1,0,0,0,0.25,2,0,0,0.00180914335508486,M343T979: C20831,C20831,RC00439,C1y-C4a:C1y-*:C1y+O1a-C1c+O4a O2x-O1a:C1z-*:C1y-C1c
M251T960,250.960890320995,959.949,3039905.377842,C11536,249.9548,C3H7O9PS,(2R)-O-Phospho-3-sulfolactate,[M+H]+,7,Ms1,0,0,0,0.25,2,0,0,0.00247979996063075,M168T984: C00074,C00074,RC01799,C1b-C2a:S4a-*:C1c-C2c C1c-C2c:*-*:C1b+C6a+O2b-C2a+C6a+O2b
M168T1008,167.982360839844,1008.4479,16253559.81668,C02798,167.9824,C3H5O6P,3-Phosphonopyruvate,[M]+,0,Ms2,0.991546062252721,0.994254030020347,0.666666666666667,0.991546062252721,2,0,0,0.000304183308976302,M168T1034: C00074,C00074,RC02792,C1b-C2a:P1b-*:C5a-C2c C5a-C2c:*-*:C1b+C6a+O5a-C2a+C6a+O2b O5a-O2b:*-P1b:C5a-C2c P1b-P1b:C1b+*-*+O2b:O1c+O1c+O1c-O1c+O1c+O1c
M228T738,228.007736206055,738.021,3986043.891037,C21613,228.0035,C5H9O8P,(R)-2-(Phosphonomethyl)malate,[M]+,19,Ms1,0.371877834732481,0.104665910679619,0,0.25,2,0,0,0.00365031234290147,M168T1034: C02798,C02798,RC00067,C1d-C5a:C1b-*:C1b+C6a+O1a-C1b+C6a+O5a
M168T1008,167.982360839844,1008.4479,16253559.81668,C00074,167.9824,C3H5O6P,Phosphoenolpyruvate,[M]+,0,Ms2,0.991546062252721,0.994254030020347,0.666666666666667,0.991546062252721,2,0,0,0.000304183308976302,M168T1034: C02798,C02798,RC02792,C1b-C2a:P1b-*:C5a-C2c C5a-C2c:*-*:C1b+C6a+O5a-C2a+C6a+O2b O5a-O2b:*-P1b:C5a-C2c P1b-P1b:C1b+*-*+O2b:O1c+O1c+O1c-O1c+O1c+O1c
M167T1083,167.013068464656,1083.34986,6598243.170864,C11353,147.9927,C5H5ClO3,"2-Hydroxy-3-chloropenta-2,4-dienoate",[M+H+H2O]+,12,Ms1,0.0710879827120393,0.178978780915559,0.111111111111111,0.25,2,0,0,0.00221995167392186,M380T904: C06645,C06645,RC00753,C2a-C2b:*-C5a:C2b-C2b
M454T834,454.293304443359,834.25002,5258811.93335,C20587,435.2773,C28H37NO3,Paspaline B,[M+H+H2O]+,5,Ms1,0,0,0,0.25,2,0,0,0.00228706662939904,M422T912: C20530,C20530,RC03242,C1a-C4a:*-O4a:C1z-C1z
M329T107,329.061366488573,106.55025,1353533.203735,C19586,328.0583,C17H12O7,"Aflatoxin B1-exo-8,9-epoxide",[M+H]+,14,Ms1,0,0,0,0.25,2,0,0,0.00375660344308693,M636T102: C11278,C11278,RC02527,C1y-C1y:O2x+*-*+S2a:C1y+O2x-C1y+O2x O2x-O1a:C1y-*:C1y-C1y
M517T857,517.371725157789,856.98834,3183248.222656,C08607,498.3498,C35H46O2,Neurosporaxanthin,[M+H+H2O]+,7,Ms1,0.0624053599731973,0.0953209064568333,0.142857142857143,0.25,2,0,0,0.00187049161555741,M501T912: C19892,C19892,RC00254,C4a-C6a:*-O6a:C2c+O4a-C2c+O6a
M839T104,839.104444713106,103.78644,2352028.490723,C00313,839.1,C23H36N7O19P3S,Oxalyl-CoA,[M]+,5,Ms1,0.0725840433856561,0.32776564389903,0,0.25,2,0,0,0.00161480152688709,M767T104: C00010,C00010,RC00004,S1a-S2a:*-C5a:C1b-C1b
M912T936,912.255249023438,935.71098,20417223.02734,C01944,893.2197,C29H50N7O17P3S,Octanoyl-CoA,[M+H+H2O]+,19,Ms1,0,0,0,0.25,2,0,0,0.018966679572072,M767T104: C00010,C00010,RC00004,S1a-S2a:*-C5a:C1b-C1b
M636T102,636.161042430779,101.791722,16647406.61975,C11278,635.1421,C27H29N3O13S,"Aflatoxin B1exo-8,9-epoxide-GSH",[M+H]+,17,Ms1,0,0,0,0.25,2,0,0,0.00455750547466649,M329T107: C19586,C19586,RC02527,C1y-C1y:O2x+*-*+S2a:C1y+O2x-C1y+O2x O2x-O1a:C1y-*:C1y-C1y
M248T900,248.059097290039,899.94918,1418896.130493,C00647,248.0562,C8H13N2O5P,Pyridoxamine phosphate,[M]+,12,Ms1,0.754864748210151,0.0882882071648542,0,0.25,2,0,0,0.00232335457664035,M266T255: C00018,C00018,RC00048,C1b-C4a:N1a+*-*+O4a:C8y-C8y
M261T813,261.017150878906,812.74182,1870718.231155,C04582,260.012,C6H13O7PS,S-Methyl-5-thio-D-ribulose 1-phosphate,[M+H]+,10,Ms1,0.0599010697262569,0.0836228992613985,0,0.25,2,0,0,0.00415825719687613,M242T291: C15650,C15650,RC01939,C1b-C1c:*-O1a:C1b+C5a-C1b+C1c C5a-C1c:*-*:C1b+C5a+O5a-C1c+C5a+O1a
M203T974,203.059356689453,973.8237,17695906.85971,C05616,184.0372,C8H8O5,3-O-Methylgallate,[M+H+H2O]+,19,Ms1,0.936114545637396,0.244129279285468,0.111111111111111,0.25,2,0,0,0.00213896231169031,M185T308: C03671,C03671,RC02694,C6a-C8y:O6a+*-*+C8y:C8y+O6a-C8y+O1a C8y-C8y:O7x+*-*+C8y:C8x+O6a-C8x+O2a O6a-O2a:*-C1a:C8y-C8y O7x-O1a:C8y-*:C8y-C8y
M185T881,184.985565185547,880.88286,4588094.524902,C03232,183.9773,C3H5O7P,3-Phosphonooxypyruvate,[M+H]+,2,Ms2,0.989376611710176,0.992549102165164,1,0.989376611710176,2,0,0,0.000282125965834101,M185T830: C01005,C01005,RC00006,C1c-C5a:N1a+*-*+O5a:C1b+C6a-C1b+C6a
M217T1095,217.014785766602,1095.23562,3246162.864315,C03393,216.0035,C4H9O8P,4-Phospho-D-erythronate,[M+H]+,16,Ms2,0.642085797872991,0.753095296663775,0.111111111111111,0.642085797872991,2,0,0,0.000838606660205077,M233T1034: C06054,C06054,RC00084,C1c-C5a:*-*:C1c+C6a+O1a-C1c+C6a+O5a
M217T1072,217.014739990234,1072.45542,3735640.744049,C21585,216.0035,C4H9O8P,4-Phospho-D-threonate,[M+H]+,16,Ms1,0.151137466531025,0.695087463629192,0.25,0.25,2,0,0,0.00141093858471564,M171T978: C00111,C00111,RC03485,C1b-C1c:*-C6a:C5a+O1a-C1c+O1a C5a-C1c:*-*:C1b+C1b+O5a-C1b+C1c+O1a
M233T1011,233.00456237793,1010.54286,1697966.10321,C21610,213.9879,C4H7O8P,3-Dehydro-4-phospho-D-erythronate,[M+H+H2O]+,7,Ms1,0.101695781477244,0.0460577305756333,0,0.25,2,0,0,0.00220301395551914,M171T978: C00111,C00111,RC01721,C1b-C1c:*-C6a:C5a+O1a-C5a+O1a
M233T1011,233.00456237793,1010.54286,1697966.10321,C21611,213.9879,C4H7O8P,3-Dehydro-4-phospho-L-erythronate,[M+H+H2O]+,7,Ms1,0.101695781477244,0.0460577305756333,0,0.25,2,0,0,0.00220301395551914,M171T978: C00111,C00111,RC01721,C1b-C1c:*-C6a:C5a+O1a-C5a+O1a
M343T979,343.003173828125,979.34592,3351200.363098,C20831,323.9916,C6H13O11PS,6-Deoxy-6-sulfo-D-fructose 1-phosphate,[M+H+H2O]+,20,Ms1,0.0470708934361675,0.112815952984559,0,0.25,2,0,0,0.00432131703622574,M171T978: C00111,C00111,RC00438,C1b-C1y:*-C1y:C5a+O1a-C1z+O1a C5a-C1z:*-O2x:C1b+C1b+O5a-C1b+C1y+O1a
M207T69,207.026986591859,68.791908,18153028.0542,C18012,206.0215,C10H6O5,Flaviolin,[M+H]+,11,Ms1,0.772571738697452,0.0700835479807222,0,0.25,2,0,0,0.00247839746077205,M343T816: C20984,C20984,RC03317,C2x-C2y:*-C1d:C2y+C5x-C2y+C5x
M934T925,934.291564941406,925.3875,3116806.043945,C16295,933.2665,C43H49O23,Petunidin-3-(p-coumaroyl)-rutinoside-5-glucoside,[M+H]+,18,Ms1,0.27974102643845,0.499844296924566,0.111111111111111,0.25,2,0,0,0.00185581476687657,M947T866: C16296,C16296,RC00392,O1a-O2a:*-C1a:C8y-C8y
M948T892,948.286743164063,892.0257,6490784.581299,C03221,947.2666,C33H56N7O17P3S,2-trans-Dodecenoyl-CoA,[M+H]+,13,Ms1,0.453281103894539,0.192969283748585,0,0.25,2,0,0,0.00181085515441337,M947T940: C02944,C02944,RC01078,C1b-C2b:*-*:C1b+C2b-C1b+C2b C2b-C1b:*-*:C2b+C5a-C2b+C5a
M948T892,948.286743164063,892.0257,6490784.581299,C02944,947.2666,C33H56N7O17P3S,3-cis-Dodecenoyl-CoA,[M+H]+,13,Ms1,0.453281103894539,0.192969283748585,0,0.25,2,0,0,0.00181085515441337,M947T940: C03221,C03221,RC01078,C1b-C2b:*-*:C1b+C2b-C1b+C2b C2b-C1b:*-*:C2b+C5a-C2b+C5a
M311T842,311.219543820976,841.8687,1554302.198975,C04785,310.2144,C18H30O4,13(S)-HPOT,[M+H]+,9,Ms1,0.226181590330632,0.474251509266489,0,0.25,2,0,0,0.00145397087997945,M297T823: C06427,C06427,RC00561,C1b-C2b:*-*:C2b+C2b-C2b+C2b C2b-C1c:*-O2a:C1b+C2b-C1b+C2b
M311T842,311.219543820976,841.8687,1554302.198975,C16321,310.2144,C18H30O4,9(S)-HPOT,[M+H]+,9,Ms1,0.226181590330632,0.474251509266489,0,0.25,2,0,0,0.00145397087997945,M297T823: C06427,C06427,RC00561,C1b-C2b:*-*:C2b+C2b-C2b+C2b C2b-C1c:*-O2a:C1b+C2b-C1b+C2b
M311T842,311.219543820976,841.8687,1554302.198975,C19936,310.2144,C18H30O4,"(9R,10E,12Z,15Z)-9-Hydroperoxyoctadeca-10,12,15-trienoate",[M+H]+,9,Ms1,0.226181590330632,0.474251509266489,0,0.25,2,0,0,0.00145397087997945,M297T823: C06427,C06427,RC00561,C1b-C2b:*-*:C2b+C2b-C2b+C2b C2b-C1c:*-O2a:C1b+C2b-C1b+C2b
M311T842,311.219543820976,841.8687,1554302.198975,C20704,310.2144,C18H30O4,"(8E,10S,12Z,15Z)-10-Hydroperoxyoctadeca-8,12,15-trienoate",[M+H]+,9,Ms1,0.226181590330632,0.474251509266489,0,0.25,2,0,0,0.00145397087997945,M297T823: C06427,C06427,RC02662,C1b-C2b:*-*:C1b+C2b-C1b+C2b C2b-C1c:*-O2a:C1b+C2b-C1b+C2b
M215T67,215.015665306705,67.244904,45264606.58203,C06055,215.0195,C4H10NO7P,O-Phospho-4-hydroxy-L-threonine,[M]+,18,Ms1,0,0,0,0.25,2,0,0,0.021449408132814,M233T1011: C06054,C06054,RC00036,C1c-C5a:N1a+*-*+O5a:C1c+C6a-C1c+C6a
M242T291,242.000518884683,290.600796,9248668.308167,C15651,242.0014,C6H11O6PS,2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate,[M]+,4,Ms2,0.997975841851396,0.999081596870526,1,0.997975841851396,2,0,0,0.000285890790548748,M242T245: C15650,C15650,RC02421,C1b-C2b:*-*:C5a+O2b-C2c+O2b C5a-C2c:*-*:C1b+C5a+O5a-C2b+C5a+O1a
M242T291,242.000518884683,290.600796,9248668.308167,C15650,242.0014,C6H11O6PS,"2,3-Diketo-5-methylthiopentyl-1-phosphate",[M]+,4,Ms2,0.997975841851396,0.999081596870526,1,0.997975841851396,2,0,0,0.000285890790548748,M242T245: C15651,C15651,RC02421,C1b-C2b:*-*:C5a+O2b-C2c+O2b C5a-C2c:*-*:C1b+C5a+O5a-C2b+C5a+O1a
M180T995,180.044708251953,994.75614,16148420.77612,C03089,180.0456,C6H12O4S,5-Methylthio-D-ribose,[M]+,5,Ms1,0.377722149090115,0.249665804620395,0.111111111111111,0.25,2,0,0,0.00123679084995154,M261T813: C04188,C04188,RC00078,O1a-O2b:*-P1b:C1y-C1y
M391T1142,391.284652652586,1141.75158,1513921.986629,C03690,390.277,C24H38O4,Bis(2-ethylhexyl)phthalate,[M+H]+,0,Ms2,0.992406378541863,0.984640432176849,0.428571428571429,0.984640432176849,2,0,0,0.000334262611448644,M279T1143: C03343,C03343,RC00020,O6a-O7a:*-C1b:C6a-C7a
M188T176,188.022895115134,176.436774,3403116.295044,C00506,169.0045,C3H7NO5S,L-Cysteate,[M+H+H2O]+,0,Ms1,0.0716433373912684,0.832123306636073,0.111111111111111,0.25,2,0,0,0.000882749047456333,M153T70: C00606,C00606,RC00580,S4a-S4a:*-O1d:C1b+O1d+O1d-C1b+O1d+O1d
M192T541,192.061996459961,540.682692,2734197.280563,C00296,192.0634,C7H12O6,Quinate,[M]+,7,Ms1,0.108029258866235,0.240527920662353,0,0.25,2,0,0,0.0018319455907323,M190T775: C00944,C00944,RC00154,C1y-C5x:*-*:C1x+C1y+O1a-C1x+C1y+O5x
M249T739,249.10996529078,739.03314,2058210.115906,C12456,248.1049,C14H16O4,3-Dimethylallyl-4-hydroxyphenylpyruvate,[M+H]+,11,Ms1,0.234675262840226,0.0456386049939705,0,0.25,2,0,0,0.00231137384720337,M180T521: C01179,C01179,RC00209,C8x-C8y:*-C1b:C8x+C8y-C8x+C8y
M180T498,180.044647216797,497.99796,4923497.042397,C05350,180.0423,C9H8O4,2-Hydroxy-3-(4-hydroxyphenyl)propenoate,[M]+,13,Ms2,0.996702562488561,0.99669837622882,1,0.99669837622882,2,0,0,0.000337956224235381,M180T475: C01179,C01179,RC00507,C1b-C2b:*-*:C5a+C8y-C2c+C8y C5a-C2c:*-*:C1b+C6a+O5a-C2b+C6a+O1a
M261T813,261.017150878906,812.74182,1870718.231155,C04188,260.012,C6H13O7PS,S-Methyl-5-thio-D-ribose 1-phosphate,[M+H]+,10,Ms1,0.249665804620395,0.377722149090115,0.111111111111111,0.25,2,0,0,0.00150329482282729,M180T995: C03089,C03089,RC00078,O1a-O2b:*-P1b:C1y-C1y
M402T102,402.090487968904,102.108846,7783712.973633,C04352,402.0862,C12H23N2O9PS,(R)-4'-Phosphopantothenoyl-L-cysteine,[M]+,11,Ms1,0.0869943181520647,0.158445976104355,0,0.25,2,0,0,0.00441198241686269,M323T776: C04079,C04079,RC00017,O1a-O2b:*-P1b:C1b-C1b
M365T802,365.136305650905,801.79968,1180912.451935,C17951,365.1352,C13H24N3O7P,N-Acetylbialaphos,[M]+,3,Ms1,0,0,0,0.25,2,0,0,0.00206235494830342,M323T776: C06457,C06457,RC00064,N1a-N1b:*-C5a:C1c-C1c
M209T133,208.98046875,132.924024,2293587.580807,C14844,189.9629,C6H7BrO2,"Bromobenzene-3,4-dihydrodiol",[M+H+H2O]+,4,Ms1,0.37236493853527,0.152326236927193,0.111111111111111,0.25,2,0,0,0.00128283056000189,M207T79: C14843,C14843,RC00386,C1y-C8y:*-*:C1y+C2x+O1a-C8y+C8x+O1a C1y-C8y:*-*:C1y+C2x+O1a-C8y+C8x+O1a
M171T43,171.034759521484,43.0394418,14090735.51728,C02380,152.0157,C5H4N4S,6-Mercaptopurine,[M+H+H2O]+,4,Ms1,0.570976299424431,0.36437739583439,0.111111111111111,0.25,2,0,0,0.000974685298419153,M184T116: C16613,C16613,RC02199,C8x-C8y:*-O5x:N4x+N5x-N4x+N4x C8x-C8y:*-O5x:N4x+N5x-N4x+N4x N5x-N4x:*-*:C8x+C8y-C8y+C8y N5x-N4x:*-*:C8x+C8y-C8y+C8y
M159T69,159.03108215332,68.867292,84510386.54541,C02222,158.0215,C6H6O5,2-Maleylacetate,[M+H]+,11,Ms1,0.527791557376496,0.102087865889601,0,0.25,2,0,0,0.00248243747704069,M211T578: C06329,C06329,RC01335,C2b-C2c:*-X:C2b+C6a-C2b+C6a
M184T1027,183.988906860352,1026.81876,28361647.10321,C05689,182.9799,C4H9NO2Se,Se-Methyl-L-selenocysteine,[M+H]+,6,Ms1,0.527041331988031,0.0783416302588584,0,0.25,2,0,0,0.00143801361143003,M169T1023: C05688,C05688,RC01241,Z-Z:*-C1a:C1b-C1b
M169T1023,168.961868286133,1022.60838,19793534.63541,C05688,168.9642,C3H7NO2Se,L-Selenocysteine,[M]+,14,Ms1,0.0783416302588584,0.527041331988031,0,0.25,2,0,0,0.00194291658247248,M184T1027: C05689,C05689,RC01241,Z-Z:*-C1a:C1b-C1b
M293T256,292.949645996094,255.630954,1672580.812469,C04264,273.9299,C9H7BrO3S,S-(4-Bromophenyl)-mercaptopyruvate,[M+H+H2O]+,5,Ms1,0.122479084287104,0.737420181569311,0,0.25,2,0,0,0.0011253371019655,M275T81: C03900,C03900,RC00006,C1c-C5a:N1a+*-*+O5a:C1b+C6a-C1b+C6a
M192T627,192.062103271484,626.77368,1801064.174316,C17694,192.0634,C7H12O6,5-epi-Valiolone,[M]+,7,Ms2,0.996201847745356,0.996846978728931,1,0.996201847745356,2,0,0,0.000302144847035057,M192T604: C17691,C17691,RC01519,C1y-C1y:*-*:C1y+C5x+O1a-C1y+C5x+O1a
M192T627,192.062103271484,626.77368,1801064.174316,C17691,192.0634,C7H12O6,2-epi-5-epi-Valiolone,[M]+,7,Ms2,0.996201847745356,0.996846978728931,1,0.996201847745356,2,0,0,0.000302144847035057,M192T604: C17694,C17694,RC01519,C1y-C1y:*-*:C1y+C5x+O1a-C1y+C5x+O1a
M190T811,190.050047637073,811.06548,1404632.885193,C00944,190.0477,C7H10O6,3-Dehydroquinate,[M]+,12,Ms1,0.241200269577079,0.0948807123701321,0,0.25,2,0,0,0.00232912568323074,M192T580: C00296,C00296,RC00154,C1y-C5x:*-*:C1x+C1y+O1a-C1x+C1y+O5x
M205T812,205.086166381836,811.73172,1893917.585754,C04167,186.0681,C12H10O2,"(+/-)-trans-Acenaphthene-1,2-diol",[M+H+H2O]+,2,Ms1,0.46186309527464,0.109176465819552,0,0.25,2,0,0,0.00143991695137191,M201T1063: C02807,C02807,RC01061,C1y-C5x:*-*:C1y+C8y+O1a-C5x+C8y+O5x C1y-C5x:*-*:C1y+C8y+O1a-C5x+C8y+O5x
M184T86,184.003189086914,85.980276,14865835.42725,C16613,184.0055,C5H4N4O2S,6-Thiourate,[M]+,13,Ms1,0.0428497557008826,0.142462929976,0,0.25,2,0,0,0.00273747012394732,M171T43: C02380,C02380,RC02199,C8x-C8y:*-O5x:N4x+N5x-N4x+N4x C8x-C8y:*-O5x:N4x+N5x-N4x+N4x N5x-N4x:*-*:C8x+C8y-C8y+C8y N5x-N4x:*-*:C8x+C8y-C8y+C8y
M164T545,164.067123594852,544.50135,5653858.356832,C20639,163.0593,C4H9N3O4,O-Ureido-L-serine,[M+H]+,0,Ms2,0.999881218837712,0.999881218837712,1,0.999881218837712,2,0,0,0.000268705762007881,M164T522: C20651,C20651,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a
M164T545,164.067123594852,544.50135,5653858.356832,C20651,163.0593,C4H9N3O4,O-Ureido-D-serine,[M+H]+,0,Ms2,0.999881218837712,0.999881218837712,1,0.999881218837712,2,0,0,0.000268705762007881,M164T522: C20639,C20639,RC00302,C1c-C1c:*-*:C1b+C6a+N1a-C1b+C6a+N1a
M275T81,274.965667724609,80.527014,61459062.44678,C03900,274.9616,C9H10BrNO2S,S-(4-Bromophenyl)-L-cysteine,[M]+,15,Ms1,0.746845657266083,0.135749726035968,0,0.25,2,0,0,0.00160523180091632,M293T64: C04264,C04264,RC00006,C1c-C5a:N1a+*-*+O5a:C1b+C6a-C1b+C6a
