xcms_id,mz,rt,rtmin,rtmax,maxInto,nticks,baseline,noise,area,integration,snRatio
M315T877,315.2523,876.51,872.86,880.13,402000,7,67900,475000,1332849.98828125,6.58,-11.1875
M142T63,142.0344,63.35,57.34,65.74,544000,8,103000,823000,2277474.765625,100,-9.0159
M549T657,549.3412,656.6,654.14,660.2,388000,6,77000,462000,1175332.71875,100,-8.4377
M143T75,143.0502,75.28,69.34,76.49,225000,6,36600,219000,857197.568359375,100,-7.6932
M143T474,143.1063,474.27,465.76,482.74,581000,13,54200,705000,2124080.53710938,37.13,-9.8513
M316T694,316.1539,694.14,690.55,696.63,7600000,6,674000,4040000,16943194.25,100,-10.6074
M316T801,316.19,800.81,797.18,811.75,784000,10,68000,680000,2293272.16796875,91.17,-8.9172
M316T801_1,316.19,800.81,797.18,808.08,784000,7,68000,476000,2055412.3671875,91.17,-8.5605
M316T376,316.2113,376.38,373.94,382.46,1580000,8,119000,955000,3620756.8515625,86.23,-9.312
M316T427,316.2225,427.13,419.83,433.16,2040000,9,154000,1390000,5166945.99609375,94.54,-9.5933
M316T427_1,316.2225,427.13,419.83,433.16,2040000,9,154000,1390000,5166945.99609375,94.54,-9.5933
M316T846,316.2557,846.17,843.79,849.83,552000,6,71400,429000,1554000.09765625,97.11,-8.3924
M316T846_1,316.2557,846.17,843.79,849.83,552000,6,71400,429000,1554000.09765625,92.98,-8.4359
M316T867,316.3204,866.79,864.38,870.41,998000,6,173000,1040000,2563603.21875,85.49,-9.4034
M818T697,817.5803,696.63,692.94,700.28,6070000,7,615000,4300000,12463054.1875,49.68,-11.3693
M818T720,817.5803,719.64,713.54,723.34,6150000,9,615000,5530000,20794056.140625,94.36,-10.979
M317T518,317.1377,518.12,516.93,524.18,759000,6,91400,548000,1947853.40820313,97.06,-8.6391
M317T694,317.157,694.14,690.55,699.07,1020000,8,85400,683000,2639806.5234375,100,-8.8295
M317T309,317.1812,308.66,299,311.07,645000,9,56900,512000,1795152.20703125,84.23,-8.7133
M317T309_1,317.1812,308.66,302.62,314.74,645000,11,56900,626000,1935030.4296875,84.89,-8.9062
M317T309_2,317.1812,308.66,308.66,315.95,645000,7,56900,399000,1219879.734375,15.22,-10.1733
M317T990,317.2081,989.71,982.42,997.02,947000,13,156000,2020000,4738826.6015625,100,-9.9153
M317T990_1,317.2081,989.71,982.42,997.02,947000,13,156000,2020000,4738826.6015625,100,-9.9153
M317T990_2,317.2081,989.71,982.42,997.02,947000,13,156000,2020000,4738826.6015625,100,-9.9153
M317T847,317.2679,847.38,844.98,854.66,1470000,9,87600,788000,4295210.30859375,88.68,-9.0923
M317T847_1,317.2679,847.38,844.98,854.66,1470000,9,87600,788000,4295210.30859375,82.75,-9.1615
M144T65,143.9965,64.55,51.34,66.94,637000,14,65200,913000,2183776.9453125,30.06,-10.3211
M144T1047,143.9965,1047.18,1041.08,1048.38,808000,7,65200,456000,2697494.671875,49.12,-9.1367
M144T252,144.0475,251.74,250.54,258.96,2490000,8,59400,475000,5290413.14453125,95.52,-8.5124
M144T211,144.0653,210.53,206.86,214.16,223000,7,43600,305000,867590.6640625,73.81,-8.3262
M144T363,144.0806,363.12,358.24,366.73,461000,7,34000,238000,1028709.55273438,87.56,-7.9071
M144T85,144.1017,84.86,83.66,103.12,2490000,17,63000,1070000,6979333.44921875,45.68,-10.0628
M144T86,144.1017,86.07,86.07,93.34,940000,7,63000,441000,2378731.59375,14.66,-10.3122
M144T124,144.1017,123.93,116.57,129.98,2110000,8,63000,504000,4805317.76171875,41.87,-9.3961
M318T316,318.1656,315.95,309.86,323.16,370000,8,74100,593000,1189218.4765625,72.93,-9.0029
M318T375,318.2018,375.17,373.94,382.46,2430000,8,120000,963000,6019094.66015625,93.29,-9.2418
M318T375_1,318.2018,375.17,366.73,386.07,2430000,12,120000,1440000,6303175.89453125,93.29,-9.6472
M318T774,318.2993,774.23,763.3,774.23,3420000,10,127000,1270000,5465448.5390625,23.52,-10.8939
M318T775,318.2993,775.44,768.17,782.71,6770000,13,127000,1650000,19620528.71875,99.33,-9.7158
M145T228,144.6049,227.51,225.09,231.16,510000,6,119000,711000,1586959.5546875,73.59,-9.1762
M145T228_1,144.6049,227.51,225.09,231.16,510000,6,119000,711000,1586959.5546875,59.06,-9.3962
M145T552,145.1219,552.04,544.76,559.36,501000,13,83200,1080000,3748681.140625,38.94,-10.2317
M145T134,145.1333,133.66,128.76,145.85,692000,14,94300,1320000,2808979.56640625,96.86,-9.5196
M319T571,319.1647,571.46,569.01,575.08,706000,6,80000,480000,1594338.47265625,98.13,-8.4957
M319T571_1,319.1647,571.46,569.01,575.08,706000,6,80000,480000,1594338.47265625,98.13,-8.4957
M319T376,319.2054,376.38,373.94,382.46,195000,6,33000,198000,499497.095703125,96.27,-7.629
M319T376_1,319.2054,376.38,373.94,382.46,195000,6,33000,198000,499497.095703125,92.21,-7.6721
M319T1020,319.2241,1020.18,1001.9,1020.18,920000,16,97800,1570000,4510433.9921875,82.59,-9.8497
M319T1020_1,319.2241,1020.18,1012.85,1027.63,920000,13,97800,1270000,3422834.51953125,87.77,-9.5813
M319T775,319.3026,775.44,773.03,781.51,937000,8,61600,493000,2591471.0859375,100,-8.5026
M320T224,320.1347,223.85,215.35,228.74,4200000,12,206000,2470000,13887974.8359375,93.25,-10.1853
M320T306,320.1809,306.25,305.05,313.52,652000,6,79000,474000,1502293.82226563,97.19,-8.4919
M320T306_1,320.1809,306.25,305.05,318.35,652000,10,79000,790000,1800693.44921875,76.97,-9.2361
M146T469,146.0595,469.37,465.76,476.71,12800000,10,55900,559000,39035277.25,90.97,-8.7225
M146T537,146.0595,537.49,530.24,544.76,1260000,12,55900,670000,4408630.18359375,8.78,-11.2429
M146T537_1,146.0595,537.49,537.49,547.2,1260000,9,55900,503000,3861592.88671875,4.87,-11.5438
M146T541,146.0595,541.14,541.14,552.04,312000,9,55900,503000,1047214.45703125,0.68,-13.5079
M146T75,146.0809,75.28,75.28,87.27,215000,9,49000,441000,1012535.08984375,12.91,-10.4383
M146T259,146.0809,258.96,250.54,267.4,522000,13,49000,637000,2075583.34765625,46.08,-9.5337
M146T259_1,146.0809,258.96,258.96,266.21,522000,7,49000,343000,1410898.1640625,18.81,-9.8108
M146T81,146.1172,81.3,80.1,93.34,2650000,12,86300,1040000,9135238.55859375,34.54,-10.3089
M146T125,146.1172,125.13,117.79,132.44,1130000,12,86300,1040000,3164797.36523438,13.39,-11.2566
M146T322,146.1172,321.96,308.66,321.96,1910000,11,86300,950000,3424299.62890625,14.47,-11.0917
M146T323,146.1172,323.16,315.95,330.4,3030000,12,86300,1040000,7177736.65625,34.15,-10.3203
M321T694,321.1091,694.14,691.75,699.07,753000,7,104000,729000,1996284.875,100,-8.8939
M321T224,321.138,223.85,217.79,227.51,404000,8,63300,506000,1336856.12109375,90.8,-8.6261
M321T224_1,321.138,223.85,217.79,227.51,404000,8,63300,506000,1336856.12109375,90.8,-8.6261
M321T579,321.1801,578.7,575.08,586.04,5500000,10,76600,766000,13915123.734375,99.13,-8.9519
M147T468,147.0629,468.16,466.97,473.06,1020000,6,41900,252000,2861671.375,96.72,-7.8635
M147T73,147.0763,72.94,66.94,80.1,4020000,10,42700,427000,13748514.1171875,98.31,-8.3769
M147T66,147.1125,65.74,64.55,72.94,15800000,8,117000,936000,32637900.75,75.19,-9.4288
M147T552,147.1375,552.04,544.76,559.36,1090000,13,124000,1610000,8698576.90625,53.07,-10.3215
M558T669,558.3615,668.66,665.04,671.09,289000,6,44200,265000,697769.34375,100,-7.884
M558T669_1,558.3615,668.66,665.04,671.09,289000,6,44200,265000,697769.34375,100,-7.884
M323T739,323.1822,739.07,735.41,752.43,707000,11,113000,1240000,2803723.28125,100,-9.4294
M148T74,148.0339,74.11,72.94,92.12,217000,6,37200,223000,657753.54296875,60.22,-8.2173
M148T73,148.0597,72.94,71.76,80.1,66200000,8,258000,2060000,215587466.5,97.96,-9.9538
M148T531,148.0753,531.44,527.82,538.68,4120000,10,102000,1020000,13977709.4648438,99.99,-9.2308
M148T531_1,148.0753,531.44,527.82,538.68,4120000,10,102000,1020000,13977709.4648438,99.78,-9.2329
M148T531_2,148.0753,531.44,527.82,538.68,4120000,10,102000,1020000,13977709.4648438,99.78,-9.2329
M148T531_3,148.0753,531.44,529.03,538.68,4120000,9,102000,919000,13933618.484375,93.75,-9.1899
M148T79,148.0963,78.89,70.55,86.07,805000,13,65100,847000,3403270.65234375,61.27,-9.5336
M148T79_1,148.0963,78.89,71.76,86.07,805000,12,65100,781000,3369403.05078125,63.27,-9.4215
M148T157,148.0963,156.8,150.73,164.12,386000,12,65100,781000,2210658.8515625,35.97,-9.9862
M148T82,148.1325,82.46,74.11,88.49,27600000,9,509000,4580000,50015716.53125,94.76,-10.7868
M324T33,324.2164,33.11,25.77,40.34,779000,13,158000,2060000,6609259.75,66.02,-10.3467
M149T65,148.9754,64.55,56.13,66.94,619000,10,85100,851000,1928810.00390625,53.84,-9.6683
M149T73,149.0633,72.94,71.76,80.1,3600000,8,67700,542000,10974375.6796875,97.51,-8.623
M149T531,149.0788,531.44,529.03,535.07,296000,6,46900,282000,768973.9375,83.06,-8.1288
M149T382,149.1168,382.46,375.17,389.68,187000,13,46300,601000,1714012.4765625,96.64,-8.7358
M149T82,149.136,82.46,81.3,87.27,2130000,6,44000,264000,3196884.6640625,100,-7.8791
M149T82_1,149.136,82.46,81.3,87.27,2130000,6,44000,264000,3196884.6640625,100,-7.8791
M325T480,325.1616,480.34,479.14,487.59,317000,7,51100,358000,857648.685546875,99.39,-8.1879
M325T379,325.1752,378.81,375.17,392.11,5280000,12,276000,3310000,12557130.3984375,53.4,-11.036
M325T449,325.1752,448.85,447.64,456.07,1550000,8,276000,2210000,5213607.9921875,17.13,-11.7673
M325T488,325.1752,487.59,483.94,498.62,2010000,12,276000,3310000,7858517.29296875,26.79,-11.7258
M325T488_1,325.1752,487.59,483.94,498.62,2010000,12,276000,3310000,7858517.29296875,26.79,-11.7258
M150T62,150.0473,62.13,57.34,65.74,264000,7,54600,382000,1244226.0859375,77.69,-8.5005
M150T131,150.0578,131.2,123.93,138.52,17900000,13,114000,1480000,67115229.40625,88.59,-9.7222
M150T946,150.0578,945.91,941.02,948.34,322000,7,114000,796000,1711204.1875,0.8,-13.8151
M327T850,327.0076,849.83,842.54,857.09,3840000,13,72100,937000,19800490.65625,89.04,-9.2611
M151T65,151.0085,64.55,57.34,66.94,1310000,9,39000,351000,5378146.734375,97.69,-8.1856
M151T65_1,151.0309,64.55,58.54,66.94,290000,6,33400,200000,1015772.88085938,79.22,-7.8362
M151T63,151.0347,63.35,56.13,70.55,28500000,13,49300,641000,154685900.257813,99.02,-8.7754
M151T63_1,151.0347,63.35,58.54,70.55,28500000,11,49300,542000,149535671.179688,87.92,-8.7272
M151T63_2,151.0347,63.35,62.13,70.55,28500000,8,49300,394000,97368704.1796875,45.22,-9.0736
M151T1047,151.0347,1047.18,1041.08,1048.38,395000,6,49300,296000,1530309.140625,0.7,-12.9596
M151T1047_1,151.0347,1047.18,1041.08,1048.38,395000,6,49300,296000,1530309.140625,0.7,-12.9596
M151T131,151.0613,131.2,126.33,134.86,847000,7,57800,405000,2492321.40234375,100,-8.3061
M151T131_1,151.0613,131.2,126.33,134.86,847000,7,57800,405000,2492321.40234375,100,-8.3061
M151T131_2,151.0613,131.2,126.33,134.86,847000,7,57800,405000,2492321.40234375,100,-8.3061
M152T63,152.0358,63.35,57.34,70.55,3310000,10,78500,785000,16203313.9160156,97.33,-8.9956
M152T125,152.0563,125.13,119.01,132.44,2500000,9,105000,947000,7329735.68945313,79.08,-9.3905
M152T240,152.0563,239.6,232.37,243.23,958000,6,105000,631000,1990890.046875,17.32,-10.5038
M152T300,152.1277,300.22,292.95,307.46,191000,9,37900,341000,803123.53515625,86.75,-8.2776
M152T300_1,152.1277,300.22,292.95,307.46,191000,9,37900,341000,803123.53515625,86.75,-8.2776
M329T850,329.0046,849.83,842.54,857.09,3740000,13,70200,912000,18706050.40625,87.22,-9.2555
M329T68,329.2085,68.15,65.74,75.28,4580000,9,163000,1470000,17212342.28125,96.43,-9.6313
M329T825,329.2318,825.43,820.49,832.75,443000,10,54700,547000,1377787.34765625,74.78,-8.8974
M329T962,329.2682,961.68,956.81,966.54,637000,9,63300,570000,1800139.04296875,92.64,-8.7245
M329T962_1,329.2682,961.68,959.25,966.54,637000,7,63300,443000,1645308.16015625,96.76,-8.4297
M835T720,834.6071,719.64,714.76,722.14,587000,7,165000,1160000,2343188.984375,86.54,-9.5007
M153T63,153.0323,63.35,56.13,66.94,3940000,10,327000,3270000,19352423.7890625,100,-10.394
M153T181,153.0403,181.26,173.92,188.57,3440000,13,218000,2840000,25003718.859375,97.05,-10.2825
M153T471,153.0487,470.63,463.35,476.71,255000,9,38700,348000,943365.8671875,99.97,-8.1551
M153T471_1,153.0487,470.63,463.35,476.71,255000,9,38700,348000,943365.8671875,99.97,-8.1551
M330T785,330.1694,785.12,781.51,787.54,501000,6,62100,373000,1376619.33984375,95.9,-8.2652
M330T414,330.2382,413.8,408.99,419.83,1990000,10,95500,955000,5324961.10546875,100,-9.1642
M330T414_1,330.2382,413.8,408.99,419.83,1990000,10,95500,955000,5324961.10546875,100,-9.1642
M330T512,330.2632,512.03,508.4,515.65,3260000,7,87000,609000,7732645.2109375,58.48,-9.2506
M330T902,330.2632,902.05,889.98,902.05,1010000,11,87000,957000,2788456.87695313,16.24,-10.9839
M330T902_1,330.2632,902.05,896,908.09,1010000,11,87000,957000,3380337.2109375,17.45,-10.9122
M330T907,330.3358,906.88,905.68,914.16,847000,8,86300,690000,2498749.48046875,91.6,-8.9272
M331T849,331.0019,848.61,841.31,855.87,976000,13,40700,529000,4761074.0234375,98.36,-8.5896
M331T539,331.117,538.68,531.44,545.98,1280000,12,152000,1820000,3922301.78125,93.55,-9.876
M331T659,331.247,659,656.6,666.23,793000,9,81700,735000,2208544.82421875,70.36,-9.2544
M154T154,154.0718,154.36,148.31,159.24,288000,9,61500,554000,1207374.98828125,100,-8.6194
M154T154_1,154.0718,154.36,148.31,159.24,288000,9,61500,554000,1207374.98828125,100,-8.6194
M571T410,571.3434,410.19,396.95,415,3520000,8,165000,1320000,7913031.83203125,100,-9.4886
M332T587,332.1488,587.28,579.91,590.91,1520000,9,92200,829000,4089793.875,64.11,-9.4679
M332T587_1,332.1488,587.28,579.91,590.91,1520000,9,92200,829000,4089793.875,64.11,-9.4679
M332T913,332.1488,912.95,906.88,920.2,854000,11,92200,1010000,2704419.984375,35.89,-10.2486
M332T332,332.1812,331.6,321.96,334,533000,11,72000,792000,1769856.515625,73.55,-9.2848
M332T332_1,332.1812,331.6,321.96,334,533000,11,72000,792000,1769856.515625,73.55,-9.2848
M332T332_2,332.1812,331.6,321.96,334,533000,11,72000,792000,1769856.515625,73.55,-9.2848
M332T375,332.2175,375.17,372.73,382.46,1380000,8,127000,1020000,2591108.9453125,30.66,-10.4109
M332T375_1,332.2175,375.17,372.73,390.89,1380000,12,127000,1530000,3856191.015625,30.66,-10.8164
M332T438,332.2175,437.92,423.5,441.53,1770000,12,127000,1530000,6691146.74609375,47.37,-10.3813
M332T527,332.279,526.6,515.65,532.64,4190000,11,79400,874000,10925122.4179688,55.97,-9.6556
M332T846,332.279,846.17,843.79,849.83,888000,6,79400,477000,2456934.046875,10.73,-10.7009
M332T878,332.279,877.72,872.86,882.65,373000,8,79400,635000,1609342.6171875,5.45,-11.6668
M155T536,155.0594,536.3,530.24,537.49,571000,7,84300,590000,1912230.9765625,100,-8.6829
M155T536_1,155.0594,536.3,530.24,537.49,571000,7,84300,590000,1912230.9765625,100,-8.6829
M155T586,155.1064,586.04,578.7,593.32,174000,9,40300,363000,762657.28125,44.19,-9.0127
M155T586_1,155.1064,586.04,584.84,590.91,174000,6,40300,242000,632504.3984375,28.63,-9.0414
M155T866,155.1539,865.59,859.5,870.41,612000,8,39500,316000,1578624.32421875,68.96,-8.4306
M155T866_1,155.1539,865.59,864.38,878.93,612000,8,39500,316000,1581645.96875,60.01,-8.5696
M333T424,333.1327,423.5,415,428.34,611000,7,70100,491000,1417668.3359375,84.22,-8.6707
M333T424_1,333.1327,423.5,422.29,428.34,611000,6,70100,421000,1355967.1875,88.45,-8.4675
M333T523,333.1691,522.97,520.55,526.6,376000,6,69000,414000,1043337.203125,75.04,-8.6163
M333T671,333.2419,671.09,666.23,683.29,1310000,10,133000,1330000,3902039.12890625,58.64,-10.0326
M333T731,333.2626,730.57,724.56,737.85,2890000,12,473000,5680000,14468013.96875,93.21,-11.0169
M333T527,333.2824,526.6,515.65,529.03,731000,6,43100,258000,1566339.9609375,80.39,-8.0752
M334T518,334.1642,518.12,515.65,525.38,5130000,8,65300,523000,12876971.3710938,98.82,-8.5735
M334T906,334.2947,905.68,905.68,911.74,422000,6,71300,428000,1075802.2890625,90.26,-8.4638
M156T65,156.0137,64.55,57.34,71.76,18800000,13,103000,1340000,108863524.855469,100,-9.5016
M156T65_1,156.0137,64.55,56.13,75.28,18800000,16,103000,1650000,109176144.175781,99.92,-9.71
M156T350,156.1014,349.77,346.17,357.01,878000,10,55800,558000,2668278.38476563,98.4,-8.6423
M156T350_1,156.1014,349.77,346.17,357.01,878000,10,55800,558000,2668278.38476563,98.4,-8.6423
M156T350_2,156.1014,349.77,346.17,357.01,878000,10,55800,558000,2668278.38476563,98.4,-8.6423
M157T1047,156.5775,1047.18,1041.08,1048.38,358000,7,40700,285000,1489658.1796875,92.18,-8.0354
M157T81,157.0607,81.3,74.11,86.07,453000,7,80900,566000,1178675.546875,100,-8.6411
M157T471,157.0857,470.63,459.74,476.71,913000,12,47400,568000,2936962.23242188,90.32,-8.7472
M335T518,335.1675,518.12,516.93,522.97,958000,6,147000,881000,2108662.28125,95.65,-9.1283
M335T901,335.2185,900.84,886.36,900.84,534000,12,81500,978000,2359545.3046875,21.63,-10.7187
M335T902,335.2185,902.05,896,909.31,1030000,12,81500,978000,3684503.41015625,41.01,-10.0793
M335T931,335.2185,931.28,922.68,937.3,554000,12,81500,978000,2488752.94921875,21.13,-10.7426
M577T497,577.3266,497.41,494.92,514.45,902000,12,60300,724000,3967321.5859375,99.56,-8.8915
M577T497_1,577.3266,497.41,494.92,503.5,902000,7,60300,422000,2162357.0625,99.56,-8.3525
M336T410,336.1914,410.19,405.37,419.83,725000,10,138000,1380000,2888181.80078125,75.81,-9.8118
M336T410_1,336.1914,410.19,405.37,417.43,725000,8,138000,1110000,2474709.06640625,75.81,-9.5887
M158T691,158.0358,690.55,688.14,697.85,409000,8,66400,531000,1300442.52148438,77.33,-8.8352
M158T25,158.0515,24.55,17.23,31.88,1220000,13,254000,3300000,9201817.09375,50.19,-11.0933
M158T38,158.0515,37.93,35.54,45.21,981000,9,254000,2280000,6094359.828125,25.87,-11.3884
M158T401,158.1172,400.58,398.16,406.57,1130000,8,47900,383000,2479864.4140625,87.71,-8.3824
M158T401_1,158.1172,400.58,398.16,417.43,1130000,12,47900,575000,2668005.359375,87.71,-8.7878
M158T401_2,158.1172,400.58,398.16,406.57,1130000,8,47900,383000,2479864.4140625,87.71,-8.3824
M158T783,158.1536,782.71,774.23,793.57,761000,16,43600,698000,2977053.49023438,74.23,-9.1487
M337T913,337.1039,912.95,906.88,920.2,2390000,12,143000,1710000,6525452.84765625,98.74,-9.7613
M337T913_1,337.1039,912.95,906.88,920.2,2390000,12,143000,1710000,6525452.84765625,98.74,-9.7613
M337T846,337.2341,846.17,840.02,851.06,1400000,10,89200,892000,4409228.00390625,34.81,-10.1511
M337T878,337.2341,877.72,872.86,885.12,1090000,11,89200,981000,5155748.171875,49.45,-9.8955
M337T878_1,337.2341,877.72,872.86,885.12,1090000,11,89200,981000,5155748.171875,48.82,-9.9083
M337T964,337.2341,964.1,956.81,967.76,755000,8,89200,714000,1938381.2578125,12.79,-10.9297
M579T1017,579.2911,1016.51,1011.63,1018.96,2300000,7,96700,677000,6349559.82421875,100,-8.8205
M338T913,338.1071,912.95,908.09,918.99,319000,7,45000,315000,946814.330078125,100,-8.0556
M159T152,159.0273,151.94,144.64,151.94,1760000,7,246000,1720000,4160659.3828125,25.96,-11.103
M159T152_1,159.0273,151.94,144.64,151.94,1760000,7,246000,1720000,4160659.3828125,25.96,-11.103
M159T156,159.0273,155.58,148.31,162.9,2090000,13,246000,3200000,14515712.078125,100,-10.3735
M159T74,159.0763,74.11,72.94,78.89,905000,6,111000,667000,2055173.83203125,100,-8.805
M159T84,159.1128,83.66,74.11,90.9,487000,9,58000,522000,1532560.8984375,70.17,-8.9141
M159T84_1,159.1128,83.66,74.11,90.9,487000,9,58000,522000,1532560.8984375,70.17,-8.9141
M159T587,159.1376,587.28,584.84,590.91,427000,6,71800,431000,1397138.5078125,100,-8.368
M159T587_1,159.1376,587.28,584.84,590.91,427000,6,71800,431000,1397138.5078125,100,-8.368
M159T217,159.149,216.57,212.95,231.16,239000,9,51600,464000,957956.365234375,69.47,-8.8074
M159T217_1,159.149,216.57,214.16,231.16,239000,8,51600,413000,906350.865234375,63.95,-8.7724
M580T1017,580.2946,1016.51,1012.85,1018.96,677000,6,124000,742000,1930207.91015625,100,-8.9121
M846T635,845.5386,634.63,628.54,637.13,976000,8,59700,477000,1891101.0390625,100,-8.4707
M846T635_1,845.5386,634.63,628.54,637.13,976000,8,59700,477000,1891101.0390625,100,-8.4707
M339T537,339.1911,537.49,530.24,544.76,1400000,12,159000,1910000,5795569.7734375,99.97,-9.8576
M339T537_1,339.1911,537.49,530.24,544.76,1400000,12,159000,1910000,5795569.7734375,99.97,-9.8576
M339T537_2,339.1911,537.49,530.24,544.76,1400000,12,159000,1910000,5795569.7734375,99.97,-9.8576
M339T907,339.2498,906.88,904.47,914.16,663000,8,66400,531000,1704338.40625,52.89,-9.2141
M160T85,160.133,84.86,83.66,90.9,1880000,7,58000,406000,4928313.2578125,67.01,-8.7085
M340T775,340.2812,775.44,764.53,780.31,1050000,11,143000,1580000,3208417.4609375,100,-9.6656
M161T60,161.0291,59.73,53.73,66.94,14300000,12,60400,725000,80668355.9121094,98.02,-8.9084
M161T66,161.0291,65.74,65.74,72.94,9080000,7,60400,423000,10818161.875,1.68,-12.4364
M161T96,161.0291,95.77,93.34,110.46,183000,15,60400,906000,1886537.8203125,1.11,-13.6098
M161T387,161.0805,387.28,383.66,398.16,610000,8,45500,364000,1799119.41992188,87.3,-8.3349
M161T80,161.0917,80.1,74.11,87.27,5820000,9,42500,383000,12213545.15625,94.71,-8.3046
M161T474,161.1168,474.27,473.06,481.54,402000,7,37500,262000,1088093.4453125,98.65,-7.8859
M161T474_1,161.1168,474.27,473.06,481.54,402000,7,37500,262000,1088093.4453125,98.65,-7.8859
M161T474_2,161.1168,474.27,473.06,481.54,402000,7,37500,262000,1088093.4453125,98.65,-7.8859
M162T421,162.0545,421.04,418.62,436.72,18600000,16,46300,741000,44415731.7109375,96.06,-8.9514
M162T422,162.0545,422.29,422.29,433.16,9250000,10,46300,463000,16213608.9257813,14.51,-10.3715
M162T85,162.0759,84.86,77.69,92.12,758000,13,108000,1400000,3364136.7890625,64.72,-9.9808
M162T84,162.1122,83.66,76.49,90.9,1540000,13,116000,1510000,4963082.54296875,90.89,-9.7167
M162T84_1,162.1122,83.66,76.49,90.9,1540000,13,116000,1510000,4963082.54296875,90.89,-9.7167
M163T65,163.0266,64.55,57.34,68.15,1790000,10,38400,384000,8803564.53125,93.45,-8.3206
M163T689,163.0266,689.35,688.14,697.85,194000,7,38400,269000,704584.05078125,4.44,-11.0098
M163T512,163.0385,512.03,504.71,519.32,1170000,13,184000,2400000,8839276.5,15.88,-11.925
M163T692,163.0385,691.75,684.51,699.07,4480000,13,184000,2400000,20289928.15625,38.73,-11.0338
M163T421,163.0579,421.04,419.83,425.92,1620000,6,52000,312000,3478228.515625,93.07,-8.1168
M163T528,163.1326,527.82,520.55,535.07,927000,13,41000,533000,4798326.140625,91.56,-8.6701
M344T850,344.0342,849.83,842.54,857.09,833000,13,115000,1490000,3984715.42578125,97.77,-9.6318
M344T850_1,344.0342,849.83,842.54,857.09,833000,13,115000,1490000,3984715.42578125,97.77,-9.6318
M344T850_2,344.0342,849.83,841.31,860.71,833000,17,115000,1950000,4428326.94140625,78.86,-10.115
M344T496,344.2424,496.12,493.71,503.5,7840000,9,68700,619000,19686624.8710938,93.98,-8.7921
M164T691,164.0418,690.55,688.14,696.63,255000,8,39800,319000,1166743.40234375,82.93,-8.2536
M164T461,164.0703,460.96,458.48,468.16,7550000,9,96100,865000,21543210.453125,96.62,-9.0997
M164T74,164.0918,74.11,71.76,89.69,334000,12,44600,535000,1500279.5390625,78.24,-8.8303
M164T74_1,164.0918,74.11,71.76,83.66,334000,10,44600,446000,1421102.546875,77.94,-8.6519
M164T74_2,164.0918,74.11,72.94,86.07,334000,10,44600,446000,1368844.4453125,67.81,-8.7911
M345T374,345.2128,373.94,371.52,377.61,821000,6,60500,363000,2227660.26953125,92.6,-8.2741
M345T496,345.2458,496.12,494.92,501.02,1260000,6,79600,478000,3080814.08984375,83.6,-8.6511
M346T850,346.0313,849.83,842.54,857.09,670000,13,73300,953000,3737637.52734375,100,-9.1619
M346T850_1,346.0313,849.83,842.54,857.09,670000,13,73300,953000,3737637.52734375,100,-9.1619
M346T433,346.2329,433.16,429.54,435.53,524000,6,121000,725000,1946995.9453125,90.78,-8.9856
M346T433_1,346.2329,433.16,429.54,440.31,524000,7,121000,846000,2106306.4921875,96.82,-9.0754
M346T576,346.2583,576.3,564.16,582.35,489000,13,77300,1010000,2278423.80078125,29.88,-10.4238
M346T827,346.2583,826.63,823.03,833.97,605000,10,77300,773000,2964722.25,50.83,-9.63
M346T847,346.3308,847.38,844.98,855.87,1510000,9,132000,1190000,4734283.1171875,100,-9.3859
M591T608,591.3154,607.89,605.45,611.54,536000,6,114000,683000,1556035.875,78.72,-9.0691
M165T461,165.0736,460.96,459.74,466.97,497000,7,48900,342000,1347684.97265625,93.61,-8.2038
M347T488,347.1571,487.59,486.38,494.92,375000,8,68900,551000,1432233.95507813,74.06,-8.9152
M347T488_1,347.1571,487.59,486.38,494.92,375000,8,68900,551000,1432233.95507813,74.06,-8.9152
M347T303,347.1917,302.62,295.34,309.86,404000,11,66000,726000,1941724.99609375,93.87,-8.9536
M347T303_1,347.1917,302.62,295.34,309.86,404000,11,66000,726000,1941724.99609375,89.92,-8.9965
M347T739,347.2574,739.07,736.64,742.71,1550000,6,59800,359000,3681803.125,97.91,-8.2059
M347T741,347.2574,741.49,741.49,759.69,613000,6,59800,359000,1030214.37109375,5.78,-11.0355
M166T75,166.0529,75.28,72.94,82.46,6270000,9,187000,1680000,15523022.5664063,98.71,-9.7434
M166T165,166.0722,165.34,161.68,171.45,257000,8,52700,422000,989277.08984375,74.54,-8.6406
M166T165_1,166.0722,165.34,161.68,171.45,257000,8,52700,422000,989277.08984375,71.43,-8.6832
M166T271,166.0779,271.01,268.61,274.74,267000,6,48400,290000,911091.44140625,100,-7.9737
M166T271_1,166.0857,271.01,266.21,278.36,108000000,11,178000,1950000,298784475.390625,92.03,-9.963
M166T946,166.0857,945.91,941.02,948.34,619000,7,178000,1240000,2997636.609375,0.5,-14.7258
M593T581,593.3327,581.13,573.86,588.48,2870000,12,171000,2060000,11628937.53125,93.9,-9.9937
M593T581_1,593.3327,581.13,573.86,588.48,2870000,12,171000,2060000,11628937.53125,93.9,-9.9937
M348T540,348.1435,539.9,532.64,547.2,10800000,13,271000,3530000,31983851.1054688,99.91,-10.4724
M348T540_1,348.1435,539.9,532.64,547.2,10800000,13,271000,3530000,31983851.1054688,99.91,-10.4724
M348T540_2,348.1435,539.9,532.64,547.2,10800000,13,271000,3530000,31983851.1054688,99.91,-10.4724
