,physic_x,physic_y,block_x,block_y,r,g,b,black_pixels,black_density,black_ratio,#8230b8_pixels,#8230b8_density,#8230b8_ratio
"321,221",321,221,32,22,232.14,184.16,235.46,0,0,0,0,0,0
"321,231",321,231,32,23,229.25,170.21,235.54,0,0,0,0,0,0
"321,241",321,241,32,24,232.4,202.99,240.08,0,0,0,0,0,0
"321,251",321,251,32,25,227.33,184.63,240.18,0,0,0,0,0,0
"321,261",321,261,32,26,240.21,203.78,241.89,0,0,0,0,0,0
"321,271",321,271,32,27,247.7,234.17,246.72,0,0,0,0,0,0
"321,281",321,281,32,28,240.79,221.41,245.12,0,0,0,0,0,0
"321,291",321,291,32,29,246.76,231,246.86,0,0,0,0,0,0
"321,301",321,301,32,30,249.03,241.6,250,0,0,0,0,0,0
"321,311",321,311,32,31,249.09,239.92,249.97,0,0,0,0,0,0
"321,321",321,321,32,32,251.14,242.04,250.39,0,0,0,0,0,0
"321,331",321,331,32,33,251.76,247.03,252.1,0,0,0,0,0,0
"321,341",321,341,32,34,249.22,240.1,249.57,0,0,0,0,0,0
"321,351",321,351,32,35,246.51,234.55,248.6,0,0,0,0,0,0
"321,361",321,361,32,36,246.67,238.02,247.92,0,0,0,0,0,0
"321,371",321,371,32,37,249.96,243.02,249.42,0,0,0,0,0,0
"321,381",321,381,32,38,245.27,232.5,247.92,0,0,0,0,0,0
"321,391",321,391,32,39,247.17,236.4,247.1,0,0,0,0,0,0
"321,401",321,401,32,40,250.76,245.92,251.33,0,0,0,0,0,0
"321,411",321,411,32,41,251.98,245.53,249.57,0,0,0,0,0,0
"321,421",321,421,32,42,252.95,244.49,251.14,0,0,0,0,0,0
"321,431",321,431,32,43,250.86,246.14,249.25,0,0,0,0,0,0
"321,441",321,441,32,44,250.2,234.49,245.65,0,0,0,0,0,0
"321,451",321,451,32,45,244.01,219.1,241.07,0,0,0,0,0,0
"321,461",321,461,32,46,166.85,63.41,192.94,0,0,0,3,0.08,0.03
"321,471",321,471,32,47,209.3,80.38,206.02,0,0,0,0,0,0
"321,481",321,481,32,48,188.95,72.27,200.88,0,0,0,0,0,0
"321,491",321,491,32,49,177.8,56.2,190.65,0,0,0,0,0,0
"321,501",321,501,32,50,207.03,73.49,200.8,0,0,0,0,0,0
"321,511",321,511,32,51,236.04,114.75,216.25,0,0,0,0,0,0
"321,521",321,521,32,52,213.38,80.58,204.34,0,0,0,0,0,0
"321,531",321,531,32,53,204.38,62.41,191.57,0,0,0,0,0,0
"321,541",321,541,32,54,229.32,86.08,203.61,0,0,0,0,0,0
"321,551",321,551,32,55,222.25,77.42,200.98,0,0,0,0,0,0
"321,561",321,561,32,56,219.24,93.38,208.93,0,0,0,0,0,0
"321,571",321,571,32,57,234.06,192.34,239.14,0,0,0,0,0,0
"321,581",321,581,32,58,243.94,222.31,239.97,0,0,0,0,0,0
"321,591",321,591,32,59,181.74,81.04,209.54,0,0,0,1,0.04,0.01
"321,601",321,601,32,60,218.55555555555554,119.61111111111111,226.01111111111112,0,0,0,0,0,0
"331,1",331,1,33,0,204.21,72.03,204.77,0,0,0,0,0,0
"331,11",331,11,33,1,215.8,93.77,213.58,0,0,0,0,0,0
"331,21",331,21,33,2,222.25,127.41,220.3,0,0,0,0,0,0
"331,31",331,31,33,3,206.83,120.98,210.89,0,0,0,0,0,0
"331,41",331,41,33,4,165.28,77.69,203.59,0,0,0,2,0.04,0.02
"331,51",331,51,33,5,215.73,131.16,212.64,0,0,0,0,0,0
"331,61",331,61,33,6,216.22,86.35,207.82,0,0,0,0,0,0
"331,71",331,71,33,7,209.34,83.28,207.96,0,0,0,0,0,0
"331,81",331,81,33,8,196.41,81.62,208.31,0,0,0,0,0,0
"331,91",331,91,33,9,195.5,87.68,213.48,0,0,0,0,0,0
"331,101",331,101,33,10,208.48,104.16,222.66,0,0,0,0,0,0
"331,111",331,111,33,11,233.35,160.46,226.6,0,0,0,0,0,0
"331,121",331,121,33,12,190.7,94.2,211.05,0,0,0,0,0,0
"331,131",331,131,33,13,168.51,80.3,209.85,0,0,0,0,0,0
"331,141",331,141,33,14,220.25,129.94,226.89,0,0,0,0,0,0
"331,151",331,151,33,15,194.31,101.8,203.4,0,0,0,0,0,0
"331,161",331,161,33,16,162.91,78.81,205.56,0,0,0,0,0,0
"331,171",331,171,33,17,233.79,191.17,238.59,0,0,0,0,0,0
"331,181",331,181,33,18,238.01,200.29,236.79,0,0,0,0,0,0
"331,191",331,191,33,19,243.66,216.76,243.11,0,0,0,0,0,0
"331,201",331,201,33,20,238.64,202.36,239.8,0,0,0,0,0,0
"331,211",331,211,33,21,235.6,183.24,236.38,0,0,0,0,0,0
"331,221",331,221,33,22,234.69,183.84,232.32,0,0,0,0,0,0
"331,231",331,231,33,23,236.73,181.32,237.28,0,0,0,0,0,0
"331,241",331,241,33,24,241.28,201.72,240.19,0,0,0,0,0,0
"331,251",331,251,33,25,237.07,197.76,235.6,0,0,0,0,0,0
"331,261",331,261,33,26,228.23,161.83,229.79,0,0,0,0,0,0
"331,271",331,271,33,27,241.5,203.04,241.87,0,0,0,0,0,0
"331,281",331,281,33,28,248.34,238.42,248.83,0,0,0,0,0,0
"331,291",331,291,33,29,247.82,235.05,248.03,0,0,0,0,0,0
"331,301",331,301,33,30,250.29,242.15,250.26,0,0,0,0,0,0
"331,311",331,311,33,31,249.75,239.42,250.01,0,0,0,0,0,0
"331,321",331,321,33,32,251.33,243.47,251.86,0,0,0,0,0,0
"331,331",331,331,33,33,251.16,245.08,251.54,0,0,0,0,0,0
"331,341",331,341,33,34,251.52,244.59,251.4,0,0,0,0,0,0
"331,351",331,351,33,35,252.07,247.4,251.52,0,0,0,0,0,0
"331,361",331,361,33,36,251.9,246.48,251.73,0,0,0,0,0,0
"331,371",331,371,33,37,252.46,246.67,252.08,0,0,0,0,0,0
"331,381",331,381,33,38,250.61,242.63,247.85,0,0,0,0,0,0
"331,391",331,391,33,39,240.26,201.09,240.15,0,0,0,0,0,0
"331,401",331,401,33,40,249.53,228.58,246.76,0,0,0,0,0,0
"331,411",331,411,33,41,245.01,229.17,246.15,0,0,0,0,0,0
"331,421",331,421,33,42,251.54,244.55,250.38,0,0,0,0,0,0
"331,431",331,431,33,43,248.7,238.7,248.6,0,0,0,0,0,0
"331,441",331,441,33,44,232.3,182.64,232.39,0,0,0,0,0,0
"331,451",331,451,33,45,224.45,154.87,226.81,0,0,0,0,0,0
"331,461",331,461,33,46,202.88,115.51,217.43,0,0,0,1,0.04,0.01
"331,471",331,471,33,47,207.68,78.75,204.25,0,0,0,0,0,0
"331,481",331,481,33,48,201.44,70.91,197.62,0,0,0,0,0,0
"331,491",331,491,33,49,202.49,70.3,197.47,0,0,0,0,0,0
"331,501",331,501,33,50,174.55,46.48,182.9,0,0,0,0,0,0
"331,511",331,511,33,51,214,83.45,205.53,0,0,0,0,0,0
"331,521",331,521,33,52,208.69,75.23,199.5,0,0,0,0,0,0
"331,531",331,531,33,53,192.39,46.71,181.82,0,0,0,0,0,0
"331,541",331,541,33,54,201.2,48.75,184.81,0,0,0,0,0,0
"331,551",331,551,33,55,199.6,50.7,184.48,0,0,0,0,0,0
"331,561",331,561,33,56,199.79,59.51,196.14,0,0,0,0,0,0
"331,571",331,571,33,57,242.41,202.65,240.2,0,0,0,0,0,0
"331,581",331,581,33,58,243.41,205.71,237.79,0,0,0,0,0,0
"331,591",331,591,33,59,213.13,96.05,210.82,0,0,0,0,0,0
"331,601",331,601,33,60,224.1888888888889,115.63333333333334,212.1888888888889,0,0,0,0,0,0
"341,1",341,1,34,0,221.18,80.99,203.97,0,0,0,0,0,0
"341,11",341,11,34,1,224.6,83.28,209.39,0,0,0,0,0,0
"341,21",341,21,34,2,217.19,86.28,211.93,0,0,0,0,0,0
"341,31",341,31,34,3,223.79,111.82,213.75,0,0,0,0,0,0
"341,41",341,41,34,4,201.41,99.05,214.65,0,0,0,0,0,0
"341,51",341,51,34,5,217.59,109.69,216.53,0,0,0,0,0,0
"341,61",341,61,34,6,199.8,80.68,211.14,0,0,0,0,0,0
"341,71",341,71,34,7,226.11,96.93,218.23,0,0,0,0,0,0
"341,81",341,81,34,8,222.35,104.9,223.59,0,0,0,0,0,0
"341,91",341,91,34,9,233.09,149.12,227.28,0,0,0,0,0,0
"341,101",341,101,34,10,229.02,143.83,224.08,0,0,0,0,0,0
"341,111",341,111,34,11,205.77,124.81,217.1,0,0,0,0,0,0
"341,121",341,121,34,12,216.98,124.21,218.31,0,0,0,0,0,0
"341,131",341,131,34,13,230.68,134.8,226.44,0,0,0,0,0,0
"341,141",341,141,34,14,236.58,147.29,225.54,0,0,0,0,0,0
"341,151",341,151,34,15,208.31,132.48,221.06,0,0,0,0,0,0
"341,161",341,161,34,16,214.6,150.15,233.14,0,0,0,0,0,0
"341,171",341,171,34,17,224.5,174.57,219.19,0,0,0,1,0.01,0.01
"341,181",341,181,34,18,186.69,97.6,200.27,0,0,0,4,0.08,0.04
"341,191",341,191,34,19,235.46,176.86,233.24,0,0,0,0,0,0
"341,201",341,201,34,20,245.2,213.45,242.16,0,0,0,0,0,0
"341,211",341,211,34,21,240.74,193.18,236.87,0,0,0,0,0,0
"341,221",341,221,34,22,197.87,117.82,214.27,0,0,0,0,0,0
"341,231",341,231,34,23,201.42,123.43,220.46,0,0,0,1,0.01,0.01
"341,241",341,241,34,24,233.44,178.25,234.84,0,0,0,0,0,0
"341,251",341,251,34,25,235.14,178.43,235.07,0,0,0,0,0,0
"341,261",341,261,34,26,232.71,161.46,231.34,0,0,0,0,0,0
"341,271",341,271,34,27,237.44,182.8,239.26,0,0,0,0,0,0
"341,281",341,281,34,28,245.25,231.19,246.02,0,0,0,0,0,0
"341,291",341,291,34,29,249.86,237.13,249.47,0,0,0,0,0,0
"341,301",341,301,34,30,248.11,238.35,249.42,0,0,0,0,0,0
"341,311",341,311,34,31,250.04,241.13,250.85,0,0,0,0,0,0
"341,321",341,321,34,32,252.38,246.83,252.89,0,0,0,0,0,0
"341,331",341,331,34,33,249.67,243.6,251.2,0,0,0,0,0,0
"341,341",341,341,34,34,251.69,245.26,251.83,0,0,0,0,0,0
"341,351",341,351,34,35,252.55,247.74,253.33,0,0,0,0,0,0
"341,361",341,361,34,36,252.46,247.71,253.26,0,0,0,0,0,0
"341,371",341,371,34,37,253.57,247.19,253.71,0,0,0,0,0,0
"341,381",341,381,34,38,246.58,230.96,247.14,0,0,0,0,0,0
"341,391",341,391,34,39,240.6,178.53,239.22,0,0,0,0,0,0
"341,401",341,401,34,40,235.86,160.56,233.97,0,0,0,0,0,0
"341,411",341,411,34,41,233.1,181.39,233.61,0,0,0,0,0,0
"341,421",341,421,34,42,248.36,234.04,246.63,0,0,0,0,0,0
"341,431",341,431,34,43,248.15,238.14,247.18,0,0,0,0,0,0
"341,441",341,441,34,44,214.16,134.95,218.56,0,0,0,0,0,0
"341,451",341,451,34,45,227.61,142.49,229.42,0,0,0,0,0,0
"341,461",341,461,34,46,235.04,150.26,229.26,0,0,0,0,0,0
"341,471",341,471,34,47,209.89,93.79,212.56,0,0,0,0,0,0
"341,481",341,481,34,48,207.79,84.52,209.13,0,0,0,0,0,0
"341,491",341,491,34,49,202.76,82.47,201.96,0,0,0,0,0,0
"341,501",341,501,34,50,156.21,48.06,193.37,0,0,0,0,0,0
"341,511",341,511,34,51,195.59,78.07,200.45,0,0,0,0,0,0
"341,521",341,521,34,52,202.11,63.49,186.76,0,0,0,0,0,0
"341,531",341,531,34,53,187.6,48.92,183.32,0,0,0,0,0,0
"341,541",341,541,34,54,194.28,46.04,181.38,0,0,0,0,0,0
"341,551",341,551,34,55,196.73,51.09,185.23,0,0,0,0,0,0
"341,561",341,561,34,56,198.04,59.97,188.87,0,0,0,0,0,0
"341,571",341,571,34,57,193.51,82.46,190.46,0,0,0,0,0,0
"341,581",341,581,34,58,219.4,107.73,205.79,0,0,0,0,0,0
"341,591",341,591,34,59,220.45,81.57,204.73,0,0,0,0,0,0
"341,601",341,601,34,60,185.9,57.888888888888886,188.9,0,0,0,0,0,0
"351,1",351,1,35,0,198.64,68.42,199.24,0,0,0,0,0,0
"351,11",351,11,35,1,202.23,69.58,201.18,0,0,0,0,0,0
"351,21",351,21,35,2,218.19,84.83,207.95,0,0,0,0,0,0
"351,31",351,31,35,3,223.92,99.91,217.15,0,0,0,0,0,0
"351,41",351,41,35,4,215.81,93.9,216.21,0,0,0,0,0,0
"351,51",351,51,35,5,224.84,104.78,213.84,0,0,0,0,0,0
"351,61",351,61,35,6,215.43,93.68,206.3,0,0,0,0,0,0
"351,71",351,71,35,7,215.78,92.8,209.44,0,0,0,0,0,0
"351,81",351,81,35,8,224.92,102.34,217.59,0,0,0,0,0,0
"351,91",351,91,35,9,215.54,121.38,215.79,0,0,0,0,0,0
"351,101",351,101,35,10,184.96,91.15,208.04,0,0,0,0,0,0
"351,111",351,111,35,11,231.16,163.24,233.86,0,0,0,0,0,0
"351,121",351,121,35,12,205.56,109.67,210.3,0,0,0,0,0,0
"351,131",351,131,35,13,194.31,88.85,206.94,0,0,0,0,0,0
"351,141",351,141,35,14,202.75,106.25,203.62,0,0,0,0,0,0
"351,151",351,151,35,15,188.44,89.97,206.38,0,0,0,0,0,0
"351,161",351,161,35,16,226.12,151.28,228.28,0,0,0,0,0,0
"351,171",351,171,35,17,195.6,137.27,215.55,0,0,0,4,0.1,0.04
"351,181",351,181,35,18,140.76,67.23,203.12,0,0,0,15,0.49,0.15
"351,191",351,191,35,19,224.49,166.06,229.12,0,0,0,0,0,0
"351,201",351,201,35,20,226.81,133.71,221.65,0,0,0,0,0,0
"351,211",351,211,35,21,223.21,129.89,220.69,0,0,0,0,0,0
"351,221",351,221,35,22,224.4,128.03,225.84,0,0,0,0,0,0
"351,231",351,231,35,23,221.77,149.83,233.56,0,0,0,1,0.02,0.01
"351,241",351,241,35,24,234.33,182.45,238.16,0,0,0,0,0,0
"351,251",351,251,35,25,243.98,201.85,242.91,0,0,0,0,0,0
"351,261",351,261,35,26,238.94,180.45,238.73,0,0,0,0,0,0
"351,271",351,271,35,27,240.05,198.32,242.91,0,0,0,0,0,0
"351,281",351,281,35,28,245.74,230.9,248.09,0,0,0,0,0,0
"351,291",351,291,35,29,249.49,237.58,248.84,0,0,0,0,0,0
"351,301",351,301,35,30,249.06,237.53,248.92,0,0,0,0,0,0
"351,311",351,311,35,31,252.05,246.08,250.62,0,0,0,0,0,0
"351,321",351,321,35,32,251.94,247.55,252.41,0,0,0,0,0,0
"351,331",351,331,35,33,251.58,245.21,250.6,0,0,0,0,0,0
"351,341",351,341,35,34,252.05,245.65,252.42,0,0,0,0,0,0
"351,351",351,351,35,35,252.35,246.8,252.94,0,0,0,0,0,0
"351,361",351,361,35,36,252.68,247.07,252.39,0,0,0,0,0,0
"351,371",351,371,35,37,252.35,247.14,252.74,0,0,0,0,0,0
"351,381",351,381,35,38,252.95,249.07,252.3,0,0,0,0,0,0
"351,391",351,391,35,39,240.25,209.37,242.8,0,0,0,0,0,0
"351,401",351,401,35,40,238.24,182.9,239.09,0,0,0,0,0,0
"351,411",351,411,35,41,242.09,195.88,242.06,0,0,0,0,0,0
"351,421",351,421,35,42,234.37,204.95,239.94,0,0,0,0,0,0
"351,431",351,431,35,43,250.72,242.46,247.18,0,0,0,0,0,0
"351,441",351,441,35,44,194.13,115.91,207.98,0,0,0,0,0,0
"351,451",351,451,35,45,229.69,168.82,230.49,0,0,0,0,0,0
"351,461",351,461,35,46,228.45,151.89,229.4,0,0,0,0,0,0
"351,471",351,471,35,47,228.32,142.46,229.51,0,0,0,0,0,0
"351,481",351,481,35,48,219.99,106.8,213.43,0,0,0,0,0,0
"351,491",351,491,35,49,194.47,74.81,201.64,0,0,0,0,0,0
"351,501",351,501,35,50,204.9,122.2,211.75,0,0,0,0,0,0
"351,511",351,511,35,51,204.91,147.18,221.98,0,0,0,2,0.06,0.02
"351,521",351,521,35,52,148.36,39.71,183.53,0,0,0,1,0.02,0.01
"351,531",351,531,35,53,179.82,50.36,190.33,0,0,0,0,0,0
"351,541",351,541,35,54,178.5,45.05,187.49,0,0,0,0,0,0
"351,551",351,551,35,55,180.74,47.48,181.75,0,0,0,0,0,0
"351,561",351,561,35,56,172.16,48.51,183.87,0,0,0,0,0,0
"351,571",351,571,35,57,144.79,36.95,175.61,0,0,0,0,0,0
"351,581",351,581,35,58,200.57,64.64,191.97,0,0,0,0,0,0
"351,591",351,591,35,59,199.75,59.25,189.16,0,0,0,0,0,0
"351,601",351,601,35,60,182.46666666666667,49.8,184.38888888888889,0,0,0,0,0,0
"361,1",361,1,36,0,199.74,71.12,202.75,0,0,0,0,0,0
"361,11",361,11,36,1,212.5,82.8,213.94,0,0,0,0,0,0
"361,21",361,21,36,2,201.05,73.35,199.47,0,0,0,0,0,0
"361,31",361,31,36,3,201.72,80.92,203.7,0,0,0,0,0,0
"361,41",361,41,36,4,235.76,127.48,222.17,0,0,0,0,0,0
"361,51",361,51,36,5,203.33,86.89,211.04,0,0,0,0,0,0
"361,61",361,61,36,6,203.39,82.35,207.15,0,0,0,0,0,0
"361,71",361,71,36,7,211.45,87.1,210.76,0,0,0,0,0,0
"361,81",361,81,36,8,217.64,97.3,217.74,0,0,0,0,0,0
"361,91",361,91,36,9,231.72,127.9,224.48,0,0,0,0,0,0
"361,101",361,101,36,10,178.8,88.15,205.8,0,0,0,0,0,0
"361,111",361,111,36,11,215.61,123.41,224.9,0,0,0,0,0,0
"361,121",361,121,36,12,212.03,125.23,213.57,0,0,0,0,0,0
"361,131",361,131,36,13,178.24,71.47,201.7,0,0,0,0,0,0
"361,141",361,141,36,14,189.6,97.79,205.55,0,0,0,5,0.08,0.05
"361,151",361,151,36,15,166.93,83.62,212.3,0,0,0,0,0,0
"361,161",361,161,36,16,241.51,195.54,238.54,0,0,0,0,0,0
"361,171",361,171,36,17,210.36,137.71,212.26,0,0,0,0,0,0
"361,181",361,181,36,18,208.4,149.79,217.83,0,0,0,0,0,0
"361,191",361,191,36,19,233.79,145.94,225.22,0,0,0,0,0,0
"361,201",361,201,36,20,223.25,110.4,215.23,0,0,0,0,0,0
"361,211",361,211,36,21,227.86,120.2,215.65,0,0,0,0,0,0
"361,221",361,221,36,22,233.42,129.56,225.83,0,0,0,0,0,0
"361,231",361,231,36,23,227.15,144.4,228.18,0,0,0,0,0,0
"361,241",361,241,36,24,235.61,182.89,236.35,0,0,0,0,0,0
"361,251",361,251,36,25,238.83,193.88,241.6,0,0,0,0,0,0
"361,261",361,261,36,26,241.35,194.86,242.21,0,0,0,0,0,0
"361,271",361,271,36,27,244.47,222.38,246.49,0,0,0,0,0,0
"361,281",361,281,36,28,249.48,239.88,248.29,0,0,0,0,0,0
"361,291",361,291,36,29,249.38,240.66,250.8,0,0,0,0,0,0
"361,301",361,301,36,30,250.07,245.04,251.96,0,0,0,0,0,0
"361,311",361,311,36,31,251.37,247.04,250.66,0,0,0,0,0,0
"361,321",361,321,36,32,249.63,241.41,249.37,0,0,0,0,0,0
"361,331",361,331,36,33,251.2,242.39,251.43,0,0,0,0,0,0
"361,341",361,341,36,34,251.58,244.95,250.45,0,0,0,0,0,0
"361,351",361,351,36,35,251.67,245.68,251.59,0,0,0,0,0,0
"361,361",361,361,36,36,252.34,248.1,252.41,0,0,0,0,0,0
"361,371",361,371,36,37,252.41,247.87,252.98,0,0,0,0,0,0
"361,381",361,381,36,38,252.45,247.6,251.38,0,0,0,0,0,0
"361,391",361,391,36,39,246.17,228.65,245.68,0,0,0,0,0,0
"361,401",361,401,36,40,242.79,200.5,241.88,0,0,0,0,0,0
"361,411",361,411,36,41,240.61,218.43,243.79,0,0,0,0,0,0
"361,421",361,421,36,42,245.8,232.98,248.08,0,0,0,0,0,0
"361,431",361,431,36,43,237.25,211.88,231.88,0,0,0,0,0,0
"361,441",361,441,36,44,159.3,76.19,193.15,0,0,0,4,0.1,0.04
"361,451",361,451,36,45,185.3,89.72,205.95,0,0,0,1,0.02,0.01
"361,461",361,461,36,46,239.02,185.51,236.89,0,0,0,0,0,0
"361,471",361,471,36,47,239.94,189.81,241.04,0,0,0,0,0,0
"361,481",361,481,36,48,217.13,140.66,227.29,0,0,0,0,0,0
"361,491",361,491,36,49,226.37,134.46,225.52,0,0,0,0,0,0
"361,501",361,501,36,50,173.27,75.51,199.86,0,0,0,2,0.06,0.02
"361,511",361,511,36,51,196.56,108.34,202.62,0,0,0,0,0,0
"361,521",361,521,36,52,217.17,171.45,229.49,0,0,0,1,0.02,0.01
"361,531",361,531,36,53,207.27,90.15,210.77,0,0,0,0,0,0
"361,541",361,541,36,54,188.65,54.56,185.27,0,0,0,0,0,0
"361,551",361,551,36,55,179.92,47.01,179.57,0,0,0,0,0,0
"361,561",361,561,36,56,177.12,53.22,193.18,0,0,0,0,0,0
"361,571",361,571,36,57,191.52,67.19,199.84,0,0,0,0,0,0
"361,581",361,581,36,58,179.26,54.55,191.75,0,0,0,0,0,0
"361,591",361,591,36,59,196.72,63.33,186.84,0,0,0,0,0,0
"361,601",361,601,36,60,152.11111111111111,34.266666666666666,177.22222222222223,0,0,0,0,0,0
"371,1",371,1,37,0,201.31,77.26,204.86,0,0,0,0,0,0
"371,11",371,11,37,1,225.27,90.41,216.4,0,0,0,0,0,0
"371,21",371,21,37,2,215.46,88.72,208.3,0,0,0,0,0,0
"371,31",371,31,37,3,171.36,55.52,190.04,0,0,0,0,0,0
"371,41",371,41,37,4,200.14,87.99,208.34,0,0,0,0,0,0
"371,51",371,51,37,5,231.05,138.19,227.54,0,0,0,0,0,0
"371,61",371,61,37,6,213.6,108.75,222.19,0,0,0,0,0,0
"371,71",371,71,37,7,216.21,109.12,223.76,0,0,0,0,0,0
"371,81",371,81,37,8,231.73,135.57,229.6,0,0,0,0,0,0
"371,91",371,91,37,9,233.93,150.53,231.94,0,0,0,0,0,0
"371,101",371,101,37,10,207.87,125.42,225.1,0,0,0,0,0,0
"371,111",371,111,37,11,221.85,144.51,230.23,0,0,0,0,0,0
"371,121",371,121,37,12,211.68,128.74,217.33,0,0,0,0,0,0
"371,131",371,131,37,13,187.72,85.82,214.48,0,0,0,0,0,0
"371,141",371,141,37,14,218.12,118.15,222.21,0,0,0,1,0.01,0.01
"371,151",371,151,37,15,224.59,156.19,234.76,0,0,0,0,0,0
"371,161",371,161,37,16,232.51,162.14,223.77,0,0,0,0,0,0
"371,171",371,171,37,17,185.02,78.01,205.66,0,0,0,0,0,0
"371,181",371,181,37,18,194.06,86.65,213.43,0,0,0,0,0,0
"371,191",371,191,37,19,209.32,107.6,214.54,0,0,0,0,0,0
"371,201",371,201,37,20,211.96,106.19,210.3,0,0,0,0,0,0
"371,211",371,211,37,21,161.53,59.91,188.06,0,0,0,0,0,0
"371,221",371,221,37,22,204.8,98.97,207.12,0,0,0,0,0,0
"371,231",371,231,37,23,226.4,137.31,227.07,0,0,0,0,0,0
"371,241",371,241,37,24,234.48,178.56,237.96,0,0,0,0,0,0
"371,251",371,251,37,25,243.72,208,244.38,0,0,0,0,0,0
"371,261",371,261,37,26,245.76,225.56,247.32,0,0,0,0,0,0
"371,271",371,271,37,27,251.11,245.12,250.69,0,0,0,0,0,0
"371,281",371,281,37,28,250.19,243.66,249.87,0,0,0,0,0,0
"371,291",371,291,37,29,250.67,243.22,251.13,0,0,0,0,0,0
"371,301",371,301,37,30,251.27,247.62,253,0,0,0,0,0,0
"371,311",371,311,37,31,251.8,247.47,252.75,0,0,0,0,0,0
"371,321",371,321,37,32,252.33,245.55,252.2,0,0,0,0,0,0
"371,331",371,331,37,33,249.14,240.48,248.54,0,0,0,0,0,0
"371,341",371,341,37,34,249.08,238.21,248.56,0,0,0,0,0,0
"371,351",371,351,37,35,245.91,234.97,245.95,0,0,0,0,0,0
"371,361",371,361,37,36,248.5,241.37,250.15,0,0,0,0,0,0
"371,371",371,371,37,37,252.57,247.78,253.01,0,0,0,0,0,0
"371,381",371,381,37,38,253.35,247.4,252.92,0,0,0,0,0,0
"371,391",371,391,37,39,240.98,216.48,243.69,0,0,0,0,0,0
"371,401",371,401,37,40,241.27,214.44,246.25,0,0,0,0,0,0
"371,411",371,411,37,41,249.92,246.45,251.86,0,0,0,0,0,0
"371,421",371,421,37,42,251.59,247.12,251.42,0,0,0,0,0,0
"371,431",371,431,37,43,221.8,172.19,228.49,0,0,0,0,0,0
"371,441",371,441,37,44,195.31,103.85,213.79,0,0,0,0,0,0
"371,451",371,451,37,45,188.1,88.43,214.5,0,0,0,1,0.02,0.01
"371,461",371,461,37,46,233.51,167.14,233.28,0,0,0,0,0,0
"371,471",371,471,37,47,236.89,183.37,236.57,0,0,0,0,0,0
"371,481",371,481,37,48,246,224.68,244.57,0,0,0,0,0,0
"371,491",371,491,37,49,228.85,173.62,236.87,0,0,0,0,0,0
"371,501",371,501,37,50,224.12,134.54,223.84,0,0,0,0,0,0
"371,511",371,511,37,51,174.54,77.51,205.59,0,0,0,4,0.14,0.04
"371,521",371,521,37,52,213.11,92.29,211.3,0,0,0,0,0,0
"371,531",371,531,37,53,235.78,166.8,231.23,0,0,0,0,0,0
"371,541",371,541,37,54,164.98,46.29,180.67,0,0,0,0,0,0
"371,551",371,551,37,55,152.49,29.77,170.28,0,0,0,0,0,0
"371,561",371,561,37,56,205.3,71.29,206.6,0,0,0,0,0,0
"371,571",371,571,37,57,220.72,88.39,206.06,0,0,0,0,0,0
"371,581",371,581,37,58,209.94,77.54,197.84,0,0,0,0,0,0
"371,591",371,591,37,59,195.8,54.37,191.58,0,0,0,0,0,0
"371,601",371,601,37,60,185,56.922222222222224,193.6,0,0,0,0,0,0
"381,1",381,1,38,0,187.81,73.83,207.97,0,0,0,0,0,0
"381,11",381,11,38,1,235.35,114.22,221.56,0,0,0,0,0,0
"381,21",381,21,38,2,231.34,106.8,218.32,0,0,0,0,0,0
"381,31",381,31,38,3,188.02,73.62,199.16,0,0,0,0,0,0
"381,41",381,41,38,4,196.2,85.83,207.28,0,0,0,0,0,0
"381,51",381,51,38,5,228.25,129.76,219.58,0,0,0,0,0,0
"381,61",381,61,38,6,222.82,120.56,214.05,0,0,0,0,0,0
"381,71",381,71,38,7,229.34,145.11,221.37,0,0,0,0,0,0
"381,81",381,81,38,8,200.88,104.36,211.78,0,0,0,0,0,0
"381,91",381,91,38,9,233.11,147.32,230.63,0,0,0,0,0,0
"381,101",381,101,38,10,236.38,173.68,236.28,0,0,0,0,0,0
"381,111",381,111,38,11,229.56,163.18,228.91,0,0,0,0,0,0
"381,121",381,121,38,12,227.06,137.62,227.96,0,0,0,0,0,0
"381,131",381,131,38,13,229.47,139.32,230.45,0,0,0,0,0,0
"381,141",381,141,38,14,233.53,149.14,230.17,0,0,0,0,0,0
"381,151",381,151,38,15,238.93,170.63,236.04,0,0,0,0,0,0
"381,161",381,161,38,16,233.17,136.5,224.45,0,0,0,0,0,0
"381,171",381,171,38,17,195.27,93.39,207.28,0,0,0,0,0,0
"381,181",381,181,38,18,196.66,93.82,202.61,0,0,0,0,0,0
"381,191",381,191,38,19,196.25,82.55,195.88,0,0,0,0,0,0
"381,201",381,201,38,20,220.03,114.04,213.78,0,0,0,0,0,0
"381,211",381,211,38,21,188.76,102.2,206.48,0,0,0,2,0.04,0.02
"381,221",381,221,38,22,168.22,64.65,200.36,0,0,0,0,0,0
"381,231",381,231,38,23,217.29,122.58,225.33,0,0,0,0,0,0
"381,241",381,241,38,24,233.77,158.34,233.16,0,0,0,0,0,0
"381,251",381,251,38,25,240.05,206.06,241.68,0,0,0,0,0,0
"381,261",381,261,38,26,248.72,243.12,247.32,0,0,0,0,0,0
"381,271",381,271,38,27,252.09,246.88,253,0,0,0,0,0,0
"381,281",381,281,38,28,251.3,246.29,251.09,0,0,0,0,0,0
