,Cluster,x,y
"634,558",266,634,558
"634,559",266,634,559
"635,558",266,635,558
"634,874",267,634,874
"634,875",267,634,875
"635,874",267,635,874
"635,875",267,635,875
"635,876",267,635,876
"636,771",268,636,771
"637,770",268,637,770
"637,771",268,637,771
"636,773",269,636,773
"637,773",269,637,773
"637,557",270,637,557
"638,557",270,638,557
"637,563",271,637,563
"637,564",271,637,564
"638,564",271,638,564
"638,565",271,638,565
"639,562",271,639,562
"639,563",271,639,563
"639,564",271,639,564
"639,565",271,639,565
"640,562",271,640,562
"640,563",271,640,563
"640,564",271,640,564
"640,565",271,640,565
"641,562",271,641,562
"641,564",271,641,564
"641,565",271,641,565
"642,564",271,642,564
"637,888",272,637,888
"637,889",272,637,889
"637,890",272,637,890
"637,891",272,637,891
"638,889",272,638,889
"638,890",272,638,890
"638,891",272,638,891
"638,693",273,638,693
"638,694",273,638,694
"638,769",274,638,769
"639,769",274,639,769
"639,770",274,639,770
"640,768",274,640,768
"640,769",274,640,769
"640,770",274,640,770
"641,768",274,641,768
"641,769",274,641,769
"639,874",275,639,874
"639,875",275,639,875
"640,875",275,640,875
"641,875",275,641,875
"640,214",276,640,214
"640,215",276,640,215
"640,216",276,640,216
"640,217",276,640,217
"641,214",276,641,214
"641,215",276,641,215
"642,213",276,642,213
"642,214",276,642,214
"642,215",276,642,215
"643,214",276,643,214
"640,292",277,640,292
"640,298",277,640,298
"640,299",277,640,299
"641,292",277,641,292
"641,293",277,641,293
"641,294",277,641,294
"641,295",277,641,295
"641,296",277,641,296
"641,297",277,641,297
"641,298",277,641,298
"641,299",277,641,299
"642,296",277,642,296
"642,297",277,642,297
"642,298",277,642,298
"642,299",277,642,299
"641,690",278,641,690
"641,691",278,641,691
"641,695",279,641,695
"642,695",279,642,695
"642,696",279,642,696
"643,695",279,643,695
"643,696",279,643,696
"644,695",279,644,695
"642,692",280,642,692
"642,693",280,642,693
"646,292",281,646,292
"646,293",281,646,293
"646,294",281,646,294
"646,295",281,646,295
"647,293",281,647,293
"647,294",281,647,294
"647,295",281,647,295
"647,768",282,647,768
"647,769",282,647,769
"648,769",282,648,769
"648,218",283,648,218
"648,219",283,648,219
"648,569",284,648,569
"648,570",284,648,570
"649,570",284,649,570
"653,293",285,653,293
"653,294",285,653,294
"655,292",286,655,292
"655,293",286,655,293
"656,293",286,656,293
"658,291",287,658,291
"659,291",287,659,291
"660,291",287,660,291
"661,291",287,661,291
"659,289",288,659,289
"660,289",288,660,289
"662,290",289,662,290
"663,290",289,663,290
"671,651",290,671,651
"672,649",290,672,649
"672,650",290,672,650
"672,651",290,672,651
"673,650",290,673,650
"674,651",291,674,651
"675,651",291,675,651
"676,631",292,676,631
"677,631",292,677,631
"678,631",292,678,631
"679,631",292,679,631
"680,631",292,680,631
"689,250",293,689,250
"690,250",293,690,250
"698,659",294,698,659
"699,658",294,699,658
"699,659",294,699,659
"700,658",294,700,658
"700,659",294,700,659
"701,659",294,701,659
"700,175",295,700,175
"700,176",295,700,176
"701,306",296,701,306
"702,306",296,702,306
"702,307",296,702,307
"703,305",296,703,305
"703,306",296,703,306
"703,307",296,703,307
"704,306",296,704,306
"704,307",296,704,307
"705,307",296,705,307
"702,777",297,702,777
"703,776",297,703,776
"703,777",297,703,777
"704,776",297,704,776
"704,777",297,704,777
"705,776",297,705,776
"705,777",297,705,777
"706,776",297,706,776
"706,777",297,706,777
"707,775",297,707,775
"707,776",297,707,776
"708,775",297,708,775
"704,294",298,704,294
"704,295",298,704,295
"705,294",298,705,294
"705,295",298,705,295
"706,295",298,706,295
"705,870",299,705,870
"705,871",299,705,871
"705,872",299,705,872
"706,870",299,706,870
"706,871",299,706,871
"707,871",299,707,871
"708,869",299,708,869
"708,870",299,708,870
"708,871",299,708,871
"709,871",299,709,871
"709,872",299,709,872
"710,870",299,710,870
"710,871",299,710,871
"710,872",299,710,872
"711,870",299,711,870
"717,648",300,717,648
"718,648",300,718,648
"719,649",301,719,649
"720,649",301,720,649
"727,692",302,727,692
"727,693",302,727,693
"731,685",303,731,685
"731,686",303,731,686
"733,924",304,733,924
"734,924",304,734,924
"736,364",305,736,364
"737,364",305,737,364
"738,364",305,738,364
"739,364",305,739,364
"737,362",306,737,362
"738,362",306,738,362
"739,361",306,739,361
"739,362",306,739,362
"740,361",306,740,361
"737,367",307,737,367
"737,368",307,737,368
"738,368",307,738,368
"739,368",307,739,368
"740,756",308,740,756
"741,756",308,741,756
"742,756",308,742,756
"742,757",308,742,757
"742,758",308,742,758
"743,758",308,743,758
"743,759",308,743,759
"744,758",308,744,758
"741,359",309,741,359
"741,360",309,741,360
"742,705",310,742,705
"742,706",310,742,706
"743,705",310,743,705
"744,702",311,744,702
"744,703",311,744,703
"744,704",311,744,704
"745,703",311,745,703
"745,704",311,745,704
"746,704",311,746,704
"746,705",311,746,705
"748,708",312,748,708
"748,709",312,748,709
"749,709",312,749,709
"749,710",312,749,710
"750,690",313,750,690
"751,689",313,751,689
"751,690",313,751,690
"750,711",314,750,711
"750,712",314,750,712
"759,833",315,759,833
"760,833",315,760,833
"760,834",315,760,834
"761,834",315,761,834
"762,834",315,762,834
"759,886",316,759,886
"760,886",316,760,886
"759,912",317,759,912
"760,911",317,760,911
"760,912",317,760,912
"766,402",318,766,402
"766,403",318,766,403
"767,402",318,767,402
"767,403",318,767,403
"767,396",319,767,396
"767,397",319,767,397
"768,395",319,768,395
"768,396",319,768,396
"768,397",319,768,397
"768,398",319,768,398
"769,398",319,769,398
"770,398",319,770,398
"770,399",319,770,399
"770,400",319,770,400
"771,399",319,771,399
"771,400",319,771,400
"772,400",319,772,400
"772,401",319,772,401
"795,850",320,795,850
"795,851",320,795,851
"795,852",320,795,852
"795,853",320,795,853
"795,854",320,795,854
"796,848",320,796,848
"796,849",320,796,849
"796,850",320,796,850
"796,852",320,796,852
"796,853",320,796,853
"797,848",320,797,848
"797,849",320,797,849
"797,850",320,797,850
"797,852",320,797,852
"798,847",320,798,847
"798,848",320,798,848
"798,849",320,798,849
"799,847",320,799,847
"799,848",320,799,848
"805,319",321,805,319
"806,319",321,806,319
"807,319",321,807,319
"816,335",322,816,335
"817,335",322,817,335
"818,334",322,818,334
"818,335",322,818,335
"819,334",322,819,334
"819,335",322,819,335
"818,261",323,818,261
"818,262",323,818,262
"819,261",323,819,261
"820,260",323,820,260
"820,261",323,820,261
"820,262",323,820,262
"819,265",324,819,265
"819,266",324,819,266
"820,265",324,820,265
"820,266",324,820,266
"821,53",325,821,53
"822,52",325,822,52
"822,53",325,822,53
"821,251",326,821,251
"821,252",326,821,252
"821,253",326,821,253
"821,254",326,821,254
"821,255",326,821,255
"821,256",326,821,256
"821,257",326,821,257
"821,258",326,821,258
"821,259",326,821,259
"822,251",326,822,251
"822,257",326,822,257
"832,714",327,832,714
"833,714",327,833,714
"833,709",328,833,709
"833,710",328,833,710
"833,711",328,833,711
"834,710",328,834,710
"834,711",328,834,711
"834,712",328,834,712
"834,713",328,834,713
"835,709",328,835,709
"835,710",328,835,710
"835,711",328,835,711
"835,712",328,835,712
"836,708",328,836,708
"836,709",328,836,709
"836,710",328,836,710
"836,711",328,836,711
"836,713",328,836,713
"837,708",328,837,708
"837,709",328,837,709
"837,710",328,837,710
"837,711",328,837,711
"837,712",328,837,712
"837,713",328,837,713
"838,709",328,838,709
"838,710",328,838,710
"834,884",329,834,884
"834,885",329,834,885
"835,885",329,835,885
"837,887",330,837,887
"837,888",330,837,888
"838,888",330,838,888
"838,889",330,838,889
"839,888",330,839,888
"839,889",330,839,889
"839,890",330,839,890
"839,891",330,839,891
"840,890",330,840,890
"840,891",330,840,891
"841,892",331,841,892
"841,893",331,841,893
"842,708",332,842,708
"843,708",332,843,708
"844,708",332,844,708
"844,709",332,844,709
"845,708",332,845,708
"845,709",332,845,709
"846,708",332,846,708
"846,709",332,846,709
"845,283",333,845,283
"845,284",333,845,284
"845,285",333,845,285
"846,283",333,846,283
"846,284",333,846,284
"846,285",333,846,285
"846,286",333,846,286
"846,287",333,846,287
"847,283",333,847,283
"847,286",333,847,286
"847,287",333,847,287
"848,283",333,848,283
"848,284",333,848,284
"848,285",333,848,285
"849,283",333,849,283
"849,284",333,849,284
"849,285",333,849,285
"850,283",333,850,283
"850,284",333,850,284
"850,285",333,850,285
"851,285",333,851,285
"851,115",334,851,115
"852,115",334,852,115
"860,69",335,860,69
"860,70",335,860,70
"861,267",336,861,267
"862,266",336,862,266
"862,267",336,862,267
"862,268",336,862,268
"862,269",336,862,269
"866,254",337,866,254
"866,255",337,866,255
"866,256",337,866,256
"867,255",337,867,255
"867,259",338,867,259
"868,258",338,868,258
"868,259",338,868,259
"868,260",338,868,260
"869,257",338,869,257
"869,258",338,869,258
"869,260",338,869,260
"869,261",338,869,261
"869,262",338,869,262
"869,263",338,869,263
"869,264",338,869,264
"870,258",338,870,258
"870,259",338,870,259
"870,260",338,870,260
"870,261",338,870,261
"871,259",338,871,259
"871,260",338,871,260
"872,260",338,872,260
"873,260",338,873,260
"868,224",339,868,224
"868,225",339,868,225
"868,226",339,868,226
"869,244",340,869,244
"869,245",340,869,245
"870,242",340,870,242
"870,243",340,870,243
"870,244",340,870,244
"870,245",340,870,245
"870,246",340,870,246
"871,244",340,871,244
"871,245",340,871,245
"871,246",340,871,246
"871,247",340,871,247
"872,243",340,872,243
"872,244",340,872,244
"872,245",340,872,245
"872,246",340,872,246
"873,243",340,873,243
"873,244",340,873,244
"873,245",340,873,245
"873,246",340,873,246
"874,243",340,874,243
"874,244",340,874,244
"875,244",340,875,244
"876,244",340,876,244
"871,772",341,871,772
"871,773",341,871,773
"871,774",341,871,774
"872,773",341,872,773
"872,347",342,872,347
"873,347",342,873,347
"872,349",343,872,349
"872,350",343,872,350
"873,768",344,873,768
"874,768",344,874,768
"874,247",345,874,247
"874,248",345,874,248
"874,249",345,874,249
"874,250",345,874,250
"874,251",345,874,251
"875,247",345,875,247
"875,248",345,875,248
"875,249",345,875,249
"876,247",345,876,247
"876,248",345,876,248
"876,249",345,876,249
"877,245",345,877,245
"877,246",345,877,246
"877,247",345,877,247
"877,248",345,877,248
"877,249",345,877,249
"877,250",345,877,250
"878,247",345,878,247
"878,248",345,878,248
"878,249",345,878,249
"875,105",346,875,105
"876,105",346,876,105
"877,105",346,877,105
"875,767",347,875,767
"876,765",347,876,765
"876,766",347,876,766
"876,767",347,876,767
"877,765",347,877,765
"877,766",347,877,766
"880,108",348,880,108
"881,108",348,881,108
"881,109",348,881,109
"881,110",348,881,110
"881,254",349,881,254
"881,255",349,881,255
"881,763",350,881,763
"882,762",350,882,762
"882,763",350,882,763
"883,762",350,883,762
"882,618",351,882,618
"882,619",351,882,619
"884,616",352,884,616
"884,617",352,884,617
"885,616",352,885,616
"885,816",353,885,816
"886,815",353,886,815
"886,816",353,886,816
"887,816",353,887,816
"887,817",353,887,817
"890,822",354,890,822
"891,822",354,891,822
"893,708",355,893,708
"893,709",355,893,709
"893,710",355,893,710
"897,246",356,897,246
"897,247",356,897,247
"897,248",356,897,248
"900,646",357,900,646
"900,647",357,900,647
"901,645",357,901,645
"901,646",357,901,646
"901,647",357,901,647
"902,646",357,902,646
"902,647",357,902,647
"903,646",357,903,646
"903,647",357,903,647
"904,647",357,904,647
"905,647",357,905,647
"905,648",357,905,648
"903,643",358,903,643
"903,644",358,903,644
"915,324",359,915,324
"916,324",359,916,324
"918,765",360,918,765
"918,766",360,918,766
"918,767",360,918,767
"919,765",360,919,765
"919,767",360,919,767
"919,768",360,919,768
"920,767",360,920,767
"920,768",360,920,768
"921,766",360,921,766
"921,767",360,921,767
"921,768",360,921,768
"922,765",360,922,765
"922,766",360,922,766
"922,767",360,922,767
"923,765",360,923,765
"920,754",361,920,754
"921,754",361,921,754
"922,754",361,922,754
"920,762",362,920,762
"921,760",362,921,760
"921,761",362,921,761
"921,762",362,921,762
"922,760",362,922,760
"923,760",362,923,760
"923,761",362,923,761
"924,760",362,924,760
"924,761",362,924,761
"933,691",363,933,691
"934,689",363,934,689
"934,690",363,934,690
"934,691",363,934,691
"935,688",363,935,688
"935,689",363,935,689
"935,690",363,935,690
"935,691",363,935,691
"935,692",363,935,692
"935,693",363,935,693
"936,687",363,936,687
"936,688",363,936,688
"936,689",363,936,689
"936,690",363,936,690
"936,692",363,936,692
"937,687",363,937,687
"937,688",363,937,688
"937,689",363,937,689
"938,688",363,938,688
"938,689",363,938,689
"936,732",364,936,732
"936,733",364,936,733
"937,732",364,937,732
"937,733",364,937,733
"937,734",364,937,734
"938,733",364,938,733
"938,734",364,938,734
"939,732",364,939,732
"939,733",364,939,733
"939,734",364,939,734
"940,732",364,940,732
"940,733",364,940,733
"941,732",364,941,732
"939,684",365,939,684
"939,685",365,939,685
"939,730",366,939,730
"940,730",366,940,730
"942,576",367,942,576
"942,577",367,942,577
"943,573",367,943,573
"943,574",367,943,574
"943,575",367,943,575
"943,576",367,943,576
"943,577",367,943,577
"944,572",367,944,572
"944,573",367,944,573
"944,574",367,944,574
"944,576",367,944,576
"945,574",367,945,574
"946,571",367,946,571
"946,573",367,946,573
"946,574",367,946,574
"947,571",367,947,571
"947,572",367,947,572
"947,573",367,947,573
"948,572",367,948,572
"948,573",367,948,573
"943,682",368,943,682
"944,681",368,944,681
"944,682",368,944,682
"948,812",369,948,812
"948,813",369,948,813
"949,812",369,949,812
"949,421",370,949,421
"949,422",370,949,422
"949,423",370,949,423
"950,420",370,950,420
"950,421",370,950,421
"950,422",370,950,422
"951,420",370,951,420
"951,421",370,951,421
"951,491",371,951,491
"951,492",371,951,492
"952,491",371,952,491
"953,491",371,953,491
"952,716",372,952,716
"953,716",372,953,716
"953,717",372,953,717
"955,98",373,955,98
"955,99",373,955,99
"956,97",373,956,97
"956,98",373,956,98
"956,83",374,956,83
"957,83",374,957,83
"958,82",374,958,82
"958,83",374,958,83
"957,547",375,957,547
"958,547",375,958,547
"959,547",375,959,547
"960,84",376,960,84
"960,85",376,960,85
"960,86",376,960,86
"961,224",377,961,224
"961,225",377,961,225
"962,224",377,962,224
"961,548",378,961,548
"962,548",378,962,548
"963,547",378,963,547
"963,548",378,963,548
"963,549",378,963,549
"963,550",378,963,550
"963,551",378,963,551
"964,550",378,964,550
"964,551",378,964,551
"963,555",379,963,555
"964,555",379,964,555
"968,243",380,968,243
"968,244",380,968,244
"969,244",380,969,244
"968,391",381,968,391
"969,391",381,969,391
"969,392",381,969,392
"969,393",381,969,393
"969,394",381,969,394
"969,395",381,969,395
"970,391",381,970,391
"970,392",381,970,392
"970,393",381,970,393
"970,394",381,970,394
"970,396",382,970,396
"970,397",382,970,397
"971,395",382,971,395
"971,396",382,971,396
"972,392",382,972,392
"972,393",382,972,393
"972,394",382,972,394
"972,395",382,972,395
"973,392",382,973,392
"973,393",382,973,393
"973,394",382,973,394
"974,392",382,974,392
"974,393",382,974,393
"974,394",382,974,394
"975,392",382,975,392
"975,393",382,975,393
"976,392",382,976,392
"976,393",382,976,393
"975,868",383,975,868
"976,868",383,976,868
"977,868",383,977,868
"977,869",383,977,869
"976,156",384,976,156
"976,157",384,976,157
"979,864",385,979,864
"980,864",385,980,864
"983,309",386,983,309
"984,308",386,984,308
"984,309",386,984,309
"984,310",386,984,310
"984,354",387,984,354
"984,355",387,984,355
"990,511",388,990,511
"991,511",388,991,511
"991,512",388,991,512
"991,513",388,991,513
"992,510",388,992,510
"992,511",388,992,511
"992,512",388,992,512
"990,695",389,990,695
"990,696",389,990,696
"990,697",389,990,697
"991,86",390,991,86
"991,87",390,991,87
"992,86",390,992,86
"993,86",390,993,86
"993,87",390,993,87
"994,86",390,994,86
"994,697",391,994,697
"995,696",391,995,696
"995,697",391,995,697
"995,698",391,995,698
"996,695",391,996,695
"996,696",391,996,696
"996,697",391,996,697
"997,695",391,997,695
"995,700",392,995,700
"995,701",392,995,701
"996,701",392,996,701
"996,699",393,996,699
"997,699",393,997,699
"998,84",394,998,84
"999,84",394,999,84
"998,827",395,998,827
"999,827",395,999,827
"999,65",396,999,65
"999,66",396,999,66
"1000,65",396,1000,65
"1003,407",397,1003,407
"1004,407",397,1004,407
"1007,795",398,1007,795
"1007,796",398,1007,796
"1008,795",398,1008,795
"1008,796",398,1008,796
"1009,795",398,1009,795
"1021,214",399,1021,214
"1022,214",399,1022,214
"1022,215",399,1022,215
"1027,607",400,1027,607
"1027,608",400,1027,608
"1028,607",400,1028,607
"1040,819",401,1040,819
"1041,818",401,1041,818
"1041,819",401,1041,819
"1041,626",402,1041,626
"1041,627",402,1041,627
"1041,768",403,1041,768
"1041,769",403,1041,769
"1042,768",403,1042,768
"1043,768",403,1043,768
"1044,764",404,1044,764
"1044,765",404,1044,765
"1045,761",404,1045,761
"1045,762",404,1045,762
"1045,763",404,1045,763
"1045,764",404,1045,764
"1045,765",404,1045,765
"1045,766",404,1045,766
"1046,761",404,1046,761
"1046,762",404,1046,762
"1046,763",404,1046,763
"1046,764",404,1046,764
"1046,765",404,1046,765
"1046,766",404,1046,766
"1047,761",404,1047,761
"1047,763",404,1047,763
"1047,764",404,1047,764
"1047,765",404,1047,765
"1047,766",404,1047,766
"1048,764",404,1048,764
"1049,763",404,1049,763
"1049,764",404,1049,764
"1049,765",404,1049,765
"1045,199",405,1045,199
"1045,200",405,1045,200
"1045,201",405,1045,201
"1045,202",405,1045,202
"1046,198",405,1046,198
"1046,199",405,1046,199
"1046,200",405,1046,200
"1046,201",405,1046,201
"1046,202",405,1046,202
"1047,197",405,1047,197
"1047,198",405,1047,198
"1047,201",405,1047,201
"1047,202",405,1047,202
"1047,203",405,1047,203
"1048,201",405,1048,201
"1048,203",405,1048,203
"1049,198",405,1049,198
"1049,199",405,1049,199
"1049,200",405,1049,200
"1049,201",405,1049,201
"1049,202",405,1049,202
"1049,204",405,1049,204
"1049,205",405,1049,205
"1050,198",405,1050,198
"1050,199",405,1050,199
"1050,200",405,1050,200
"1050,201",405,1050,201
"1050,202",405,1050,202
"1050,203",405,1050,203
"1050,204",405,1050,204
"1051,199",405,1051,199
"1051,200",405,1051,200
"1051,201",405,1051,201
"1051,202",405,1051,202
"1051,203",405,1051,203
"1051,204",405,1051,204
"1052,199",405,1052,199
"1052,200",405,1052,200
"1052,201",405,1052,201
"1052,202",405,1052,202
"1052,203",405,1052,203
"1052,204",405,1052,204
"1052,205",405,1052,205
"1053,199",405,1053,199
"1053,200",405,1053,200
"1053,201",405,1053,201
"1053,203",405,1053,203
"1053,204",405,1053,204
"1053,205",405,1053,205
"1054,204",405,1054,204
"1054,205",405,1054,205
"1055,204",405,1055,204
"1055,205",405,1055,205
"1051,34",406,1051,34
"1051,35",406,1051,35
"1051,816",407,1051,816
"1052,816",407,1052,816
"1054,71",408,1054,71
"1054,72",408,1054,72
"1057,202",409,1057,202
"1057,203",409,1057,203
"1058,203",409,1058,203
"1057,219",410,1057,219
"1057,220",410,1057,220
"1058,220",410,1058,220
"1058,222",410,1058,222
"1059,220",410,1059,220
"1059,221",410,1059,221
"1059,222",410,1059,222
"1060,222",410,1060,222
"1060,223",410,1060,223
"1060,224",410,1060,224
"1061,224",410,1061,224
"1061,225",410,1061,225
"1070,268",411,1070,268
"1070,269",411,1070,269
"1071,268",411,1071,268
"1071,269",411,1071,269
"1071,607",412,1071,607
"1071,608",412,1071,608
"1071,609",412,1071,609
"1071,610",412,1071,610
"1072,606",412,1072,606
"1072,607",412,1072,607
"1072,608",412,1072,608
"1086,748",413,1086,748
"1087,747",413,1087,747
"1087,748",413,1087,748
"1088,748",413,1088,748
"1096,533",414,1096,533
"1096,534",414,1096,534
"1097,532",414,1097,532
"1097,533",414,1097,533
"1097,534",414,1097,534
"1097,100",415,1097,100
"1097,101",415,1097,101
"1098,100",415,1098,100
"1098,101",415,1098,101
"1098,102",415,1098,102
"1098,103",415,1098,103
"1098,104",415,1098,104
"1099,102",415,1099,102
"1099,103",415,1099,103
"1100,103",415,1100,103
"1100,104",415,1100,104
"1100,105",415,1100,105
"1101,103",415,1101,103
"1101,104",415,1101,104
"1102,97",416,1102,97
"1103,96",416,1103,96
"1103,97",416,1103,97
"1104,96",416,1104,96
"1104,97",416,1104,97
"1104,98",416,1104,98
"1105,96",416,1105,96
"1105,97",416,1105,97
"1105,98",416,1105,98
"1106,96",416,1106,96
"1106,97",416,1106,97
"1111,475",417,1111,475
"1112,475",417,1112,475
"1111,477",418,1111,477
"1111,478",418,1111,478
"1113,474",419,1113,474
"1114,474",419,1114,474
"1115,474",419,1115,474
"1114,477",420,1114,477
"1115,476",420,1115,476
"1115,477",420,1115,477
"1115,478",420,1115,478
"1116,476",420,1116,476
"1116,477",420,1116,477
"1116,478",420,1116,478
"1117,476",420,1117,476
"1117,477",420,1117,477
"1117,478",420,1117,478
"1118,476",420,1118,476
"1118,477",420,1118,477
"1118,478",420,1118,478
"1119,477",420,1119,477
"1115,689",421,1115,689
"1116,688",421,1116,688
"1116,689",421,1116,689
"1116,690",421,1116,690
"1117,688",421,1117,688
"1117,689",421,1117,689
"1117,690",421,1117,690
"1117,691",421,1117,691
"1117,692",421,1117,692
"1118,689",421,1118,689
"1122,490",422,1122,490
"1123,489",422,1123,489
"1123,490",422,1123,490
"1124,489",422,1124,489
"1124,490",422,1124,490
"1125,490",422,1125,490
"1126,490",422,1126,490
"1124,502",423,1124,502
"1124,503",423,1124,503
"1167,75",424,1167,75
"1167,76",424,1167,76
"1168,74",424,1168,74
"1168,75",424,1168,75
"1178,116",425,1178,116
"1179,116",425,1179,116
"1179,117",425,1179,117
"1180,118",426,1180,118
"1180,119",426,1180,119
"1181,119",426,1181,119
"1181,120",426,1181,120
"1180,917",427,1180,917
"1180,918",427,1180,918
"1195,334",428,1195,334
"1196,334",428,1196,334
"1196,212",429,1196,212
"1196,213",429,1196,213
"1196,214",429,1196,214
"1196,215",429,1196,215
"1201,212",430,1201,212
"1201,213",430,1201,213
"1202,212",430,1202,212
"1202,213",430,1202,213
"1203,213",430,1203,213
"1203,214",430,1203,214
"1204,214",430,1204,214
"1205,774",431,1205,774
"1205,775",431,1205,775
"1206,774",431,1206,774
"1206,775",431,1206,775
"1208,773",432,1208,773
"1208,774",432,1208,774
"1209,774",432,1209,774
"1224,648",433,1224,648
"1224,649",433,1224,649
"1228,819",434,1228,819
"1229,819",434,1229,819
"1230,226",435,1230,226
"1231,226",435,1231,226
"1230,857",436,1230,857
"1231,857",436,1231,857
"1232,853",436,1232,853
"1232,854",436,1232,854
"1232,856",436,1232,856
"1232,857",436,1232,857
"1233,853",436,1233,853
"1233,854",436,1233,854
"1233,855",436,1233,855
"1233,856",436,1233,856
"1233,857",436,1233,857
"1231,851",437,1231,851
"1232,851",437,1232,851
"1232,227",438,1232,227
"1233,227",438,1233,227
"1233,228",438,1233,228
"1235,454",439,1235,454
"1236,454",439,1236,454
"1237,454",439,1237,454
"1238,454",439,1238,454
"1239,451",439,1239,451
"1239,452",439,1239,452
"1239,453",439,1239,453
"1239,454",439,1239,454
"1240,450",439,1240,450
"1240,451",439,1240,451
"1241,450",439,1241,450
"1241,451",439,1241,451
"1242,450",439,1242,450
"1240,528",440,1240,528
"1240,529",440,1240,529
"1241,527",440,1241,527
"1241,528",440,1241,528
"1241,529",440,1241,529
"1241,530",440,1241,530
"1241,531",440,1241,531
"1242,528",440,1242,528
"1242,529",440,1242,529
"1242,530",440,1242,530
"1242,531",440,1242,531
"1243,528",440,1243,528
"1243,529",440,1243,529
"1243,530",440,1243,530
"1244,528",440,1244,528
"1244,529",440,1244,529
"1245,528",440,1245,528
"1245,529",440,1245,529
"1245,530",440,1245,530
"1246,528",440,1246,528
"1246,529",440,1246,529
"1246,530",440,1246,530
"1247,529",440,1247,529
"1247,530",440,1247,530
"1248,529",440,1248,529
"1248,530",440,1248,530
"1248,531",440,1248,531
"1249,529",440,1249,529
"1249,530",440,1249,530
"1249,531",440,1249,531
"1250,530",440,1250,530
"1250,531",440,1250,531
"1243,449",441,1243,449
"1244,449",441,1244,449
"1243,452",442,1243,452
"1244,452",442,1244,452
"1243,532",443,1243,532
"1243,533",443,1243,533
"1244,532",443,1244,532
"1245,532",443,1245,532
"1246,532",443,1246,532
"1245,765",444,1245,765
"1245,766",444,1245,766
"1245,767",444,1245,767
"1246,767",444,1246,767
"1253,529",445,1253,529
"1254,529",445,1254,529
"1254,530",445,1254,530
"1257,154",446,1257,154
"1257,155",446,1257,155
"1266,350",447,1266,350
"1266,351",447,1266,351
"1266,352",447,1266,352
"1266,353",447,1266,353
"1266,354",447,1266,354
"1266,355",447,1266,355
"1267,350",447,1267,350
"1267,352",447,1267,352
"1267,353",447,1267,353
"1267,354",447,1267,354
"1267,355",447,1267,355
"1268,353",447,1268,353
"1268,354",447,1268,354
"1268,355",447,1268,355
"1266,466",448,1266,466
"1267,466",448,1267,466
"1267,42",449,1267,42
"1267,43",449,1267,43
"1269,38",450,1269,38
"1269,39",450,1269,39
"1269,466",451,1269,466
"1270,466",451,1270,466
"1271,466",451,1271,466
"1271,467",451,1271,467
"1271,349",452,1271,349
"1271,350",452,1271,350
"1272,350",452,1272,350
"1273,27",453,1273,27
"1273,28",453,1273,28
"1274,27",453,1274,27
"1274,28",453,1274,28
"1275,27",453,1275,27
"1275,28",453,1275,28
"1276,27",453,1276,27
"1277,27",453,1277,27
"1276,497",454,1276,497
"1276,498",454,1276,498
"1277,496",454,1277,496
"1277,497",454,1277,497
"1277,498",454,1277,498
"1278,496",454,1278,496
"1282,493",455,1282,493
"1283,493",455,1283,493
"1284,493",455,1284,493
"1289,533",456,1289,533
"1290,533",456,1290,533
"1290,534",456,1290,534
"1290,535",456,1290,535
"1290,536",456,1290,536
"1290,537",456,1290,537
"1290,538",456,1290,538
"1291,530",456,1291,530
"1291,531",456,1291,531
"1291,534",456,1291,534
"1291,535",456,1291,535
"1291,536",456,1291,536
"1291,537",456,1291,537
"1291,538",456,1291,538
"1291,539",456,1291,539
"1292,531",456,1292,531
"1292,532",456,1292,532
"1292,533",456,1292,533
"1292,534",456,1292,534
"1292,535",456,1292,535
"1292,536",456,1292,536
"1292,537",456,1292,537
"1292,538",456,1292,538
"1292,539",456,1292,539
"1293,529",456,1293,529
"1293,530",456,1293,530
"1293,532",456,1293,532
"1293,533",456,1293,533
"1293,534",456,1293,534
"1293,538",456,1293,538
"1293,539",456,1293,539
"1294,530",456,1294,530
"1294,531",456,1294,531
"1294,532",456,1294,532
"1294,533",456,1294,533
"1294,534",456,1294,534
"1294,535",456,1294,535
"1294,536",456,1294,536
"1294,537",456,1294,537
"1294,538",456,1294,538
"1294,539",456,1294,539
"1295,530",456,1295,530
"1295,531",456,1295,531
"1295,532",456,1295,532
"1295,533",456,1295,533
"1295,534",456,1295,534
"1295,535",456,1295,535
"1295,536",456,1295,536
"1295,537",456,1295,537
"1296,530",456,1296,530
"1296,531",456,1296,531
"1296,534",456,1296,534
"1296,535",456,1296,535
"1296,536",456,1296,536
"1296,537",456,1296,537
"1297,530",456,1297,530
"1297,531",456,1297,531
"1297,534",456,1297,534
"1297,535",456,1297,535
"1297,536",456,1297,536
"1298,531",456,1298,531
"1298,532",456,1298,532
"1298,533",456,1298,533
"1298,534",456,1298,534
"1298,535",456,1298,535
"1299,531",456,1299,531
"1299,534",456,1299,534
"1299,535",456,1299,535
"1305,832",457,1305,832
"1306,832",457,1306,832
"1307,568",458,1307,568
"1307,569",458,1307,569
"1307,570",458,1307,570
"1308,564",458,1308,564
"1308,565",458,1308,565
"1308,566",458,1308,566
"1308,567",458,1308,567
"1308,568",458,1308,568
"1308,569",458,1308,569
"1308,570",458,1308,570
"1309,564",458,1309,564
"1309,565",458,1309,565
"1309,566",458,1309,566
"1309,567",458,1309,567
"1309,568",458,1309,568
"1309,569",458,1309,569
"1309,570",458,1309,570
"1309,571",458,1309,571
